FromBus,ToBus,CircuitID,R,X,B,RateA,RateB,RateC,Tap,Shift,Status,Other1,Other2
11069,11017,1 ,3.36573E-2,6.44583E-2,1.29537E-3,45.66,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11019,11020,1 ,2.48359E-4,1.19413E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11019,11168,1 ,9.73991E-3,6.49264E-2,6.85957E-2,223.55,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
33351,11019,1 ,1.12453E-2,7.84609E-2,6.17927E-2,188.44,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11021,11022,1 ,2.89365E-4,1.12496E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11028,11021,1 ,1.41879E-2,3.54418E-2,1.44732E-3,68.23,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11023,11036,1 ,1.79272E-2,4.05775E-2,2.13761E-2,63.77,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11023,11054,1 ,1.35472E-2,2.91092E-2,2.57037E-3,73.11,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11023,11076,1 ,2.25797E-2,5.40778E-2,2.28036E-3,66.90,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11023,11408,1 ,2.29501E-2,7.26072E-2,5.30823E-3,63.64,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11024,11025,1 ,2.03940E-4,1.13025E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11024,11026,1 ,2.32407E-4,1.17993E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11025,11028,1 ,3.32026E-2,7.01845E-2,4.72556E-3,48.60,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11027,11029,1 ,2.96069E-4,1.06489E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11027,11031,1 ,2.49091E-3,1.59751E-2,1.11120E-2,169.88,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11081,11027,1 ,1.15385E-2,6.29972E-2,1.08186E-2,147.95,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11027,11168,1 ,6.82508E-3,3.87462E-2,5.31672E-2,244.86,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11028,11499,1 ,3.02592E-2,7.49224E-2,4.97140E-3,58.68,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11030,11034,1 ,2.31201E-4,1.10917E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11030,11035,1 ,2.27017E-4,1.04311E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11052,11031,1 ,7.65626E-3,3.32893E-2,1.92175E-2,215.44,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
33351,11031,1 ,5.87293E-3,4.06355E-2,3.46569E-2,206.56,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11178,11034,1 ,1.04597E-3,1.25057E-2,3.38913E-1,1230.13,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11034,33349,1 ,7.19410E-4,7.86413E-3,2.03934E-1,1192.09,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
33273,11036,1 ,3.96325E-2,9.92175E-2,5.89181E-3,55.62,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
33292,11036,1 ,1.81484E-2,4.45576E-2,1.28070E-3,55.50,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11037,11038,1 ,2.04724E-4,1.13510E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11037,11408,1 ,3.60304E-2,8.55177E-2,5.47475E-3,57.82,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11499,11037,1 ,2.43905E-2,4.97103E-2,3.31473E-3,63.98,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11039,11065,1 ,1.51619E-2,6.70143E-2,1.97497E-2,220.12,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11039,11162,1 ,1.20088E-2,6.94135E-2,1.86672E-2,213.71,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11040,11314,1 ,3.50087E-2,7.83674E-2,9.54545E-3,68.35,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11040,11499,1 ,1.82635E-2,4.57823E-2,3.50701E-3,53.88,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11041,11042,1 ,2.43042E-4,1.06297E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11041,11054,1 ,1.70404E-2,3.94567E-2,1.52768E-3,56.79,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11041,11069,1 ,2.18219E-2,4.60814E-2,2.15143E-3,38.91,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11041,11076,1 ,2.19246E-2,4.73335E-2,4.94005E-3,57.15,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11295,11041,1 ,1.18801E-2,3.31048E-2,3.09680E-3,49.65,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11043,11044,1 ,2.32645E-4,1.15337E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11043,11045,1 ,2.16633E-4,1.08038E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11043,11046,1 ,2.08546E-4,1.13249E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11150,11044,1 ,4.97578E-2,1.37432E-1,7.03257E-3,59.66,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11044,11312,1 ,5.16255E-2,1.18622E-1,5.26942E-3,40.63,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11047,11049,1 ,2.94863E-4,1.05030E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11048,11388,1 ,1.60275E-2,4.44692E-2,2.46848E-2,69.58,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11048,11413,1 ,3.40902E-2,8.66858E-2,3.05358E-3,57.78,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11289,11049,1 ,4.39882E-3,2.90823E-2,5.84615E-2,221.72,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11049,11395,1 ,7.71911E-3,4.71141E-2,1.82245E-2,229.13,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11050,11051,1 ,2.72379E-4,1.07409E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11050,11314,1 ,1.06010E-2,2.95256E-2,1.55508E-3,65.55,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11388,11050,1 ,2.62444E-2,5.67722E-2,2.31887E-3,64.91,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11052,11053,1 ,7.75158E-3,4.73141E-2,1.23585E-2,157.90,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
33071,11052,1 ,1.41223E-2,6.23964E-2,1.66540E-2,179.30,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11053,11055,1 ,2.38480E-4,1.02343E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11054,11066,1 ,1.01380E-2,2.77554E-2,3.02962E-3,62.94,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11054,11167,1 ,2.47811E-2,7.90266E-2,1.08576E-2,82.55,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11054,11167,2 ,2.47811E-2,7.90266E-2,1.08576E-2,82.55,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11054,11167,3 ,2.47811E-2,7.90266E-2,1.08576E-2,82.55,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11054,11295,1 ,1.89502E-2,4.47410E-2,2.63787E-3,52.59,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11070,11056,1 ,2.63664E-2,7.82990E-2,2.44862E-3,52.62,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11056,11312,1 ,2.07443E-2,5.62284E-2,3.42414E-3,61.67,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11057,11058,1 ,2.06859E-4,1.07040E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11057,11059,1 ,2.72145E-4,1.18844E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11057,11060,1 ,2.33906E-4,1.12048E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11059,11066,1 ,3.09912E-2,5.92446E-2,1.18962E-2,64.69,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
33292,11059,1 ,5.05571E-2,1.42688E-1,5.35899E-3,50.35,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11061,11064,1 ,2.55159E-4,1.18012E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11061,11158,1 ,8.38786E-4,9.63890E-3,3.29839E-1,1060.69,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11426,11061,1 ,1.27411E-3,1.64224E-2,1.52024E-1,1143.92,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11062,11065,1 ,2.36263E-4,1.14774E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11063,11150,1 ,4.95825E-2,1.37457E-1,3.34773E-3,68.94,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11149,11065,1 ,6.46017E-3,4.41946E-2,1.88874E-2,184.68,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
33071,11065,1 ,3.44548E-2,1.97697E-1,8.96205E-2,207.14,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11066,11067,1 ,2.26946E-4,1.12694E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11076,11066,1 ,1.75559E-2,4.23201E-2,1.59523E-3,60.23,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11066,11295,1 ,5.15829E-3,1.52403E-2,8.93454E-4,60.01,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11068,11069,1 ,2.91505E-4,1.16517E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11069,11328,1 ,3.33623E-2,8.86884E-2,2.46791E-3,69.28,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11070,11071,1 ,2.20479E-4,1.03066E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11070,11337,1 ,3.99045E-2,9.53089E-2,3.92989E-3,50.23,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11072,11073,1 ,2.61006E-4,1.12948E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11079,11073,1 ,3.20804E-2,9.46867E-2,2.48268E-3,60.27,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11073,11150,1 ,3.89731E-2,9.13728E-2,4.87388E-3,56.16,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11073,11214,1 ,3.00028E-2,7.85628E-2,9.43721E-3,52.45,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11073,11328,1 ,4.02436E-2,9.64408E-2,8.08967E-3,51.84,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11074,11075,1 ,2.74410E-4,1.15603E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
33351,11074,1 ,4.04982E-2,1.96119E-1,5.64630E-2,187.64,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
33491,11074,1 ,1.90656E-2,1.31937E-1,7.98906E-2,206.17,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11076,11077,1 ,2.15058E-4,1.09689E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11076,11167,1 ,3.91162E-2,8.17015E-2,7.22028E-3,79.57,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11076,11167,2 ,3.91162E-2,8.17015E-2,7.22028E-3,79.57,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11076,11167,3 ,3.91162E-2,8.17015E-2,7.22028E-3,79.57,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11076,11295,1 ,7.61861E-3,2.08081E-2,3.38513E-3,63.94,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11078,11080,1 ,2.21924E-4,1.03575E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11078,11081,1 ,2.79072E-4,1.01095E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11218,11081,1 ,6.70124E-3,4.06955E-2,2.30210E-2,224.95,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11082,11083,1 ,2.18474E-4,1.12220E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11082,11100,1 ,2.82498E-2,6.66351E-2,1.78723E-3,62.64,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11082,11141,1 ,2.30333E-2,7.52143E-2,1.39527E-2,54.53,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11082,11176,1 ,3.46505E-2,5.95969E-2,2.17096E-3,65.12,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11082,11300,1 ,2.09565E-2,5.19462E-2,1.21106E-3,55.39,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11090,11084,1 ,1.42240E-2,4.28223E-2,2.13781E-3,59.32,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11084,11098,1 ,2.29731E-2,5.55865E-2,4.97192E-3,71.23,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11190,11084,1 ,1.63331E-2,3.91883E-2,2.46173E-3,51.97,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11085,11089,1 ,2.59573E-4,1.06551E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11086,11090,1 ,1.44574E-2,3.65042E-2,1.41130E-3,65.65,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11086,11093,1 ,2.42005E-2,5.99545E-2,2.66316E-3,67.35,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11086,11098,1 ,1.09810E-2,2.85008E-2,1.68174E-3,59.49,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11190,11086,1 ,3.54437E-2,7.37334E-2,2.98507E-3,64.09,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11092,11089,1 ,3.48334E-3,2.07907E-2,6.78553E-3,218.47,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11146,11089,1 ,4.60082E-3,2.18338E-2,3.79292E-2,217.77,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11219,11089,1 ,4.28956E-3,2.61922E-2,9.36771E-3,222.14,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11098,11090,1 ,1.61977E-2,4.02771E-2,2.21829E-3,70.01,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11091,11178,1 ,4.05058E-4,5.52167E-3,1.25687E-1,1277.72,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11091,11178,2 ,4.05058E-4,5.52167E-3,1.25687E-1,1277.72,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11383,11091,1 ,1.31278E-3,1.61120E-2,3.36831E-1,1325.42,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11383,11091,2 ,1.31278E-3,1.61120E-2,3.36831E-1,1325.42,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11426,11091,1 ,6.67609E-4,7.92924E-3,1.94768E-1,1137.08,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11092,11094,1 ,2.33635E-4,1.09165E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11092,11101,1 ,2.41418E-3,1.37489E-2,8.68250E-3,249.95,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11106,11092,1 ,5.57228E-3,3.34977E-2,2.18459E-2,188.52,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11092,11168,1 ,8.65106E-3,4.58862E-2,2.57838E-2,238.06,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11092,11218,1 ,1.17050E-2,3.70362E-2,2.73809E-2,254.61,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11093,11097,1 ,2.32031E-2,5.18441E-2,3.04807E-3,68.15,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11098,11093,1 ,1.80092E-2,4.06019E-2,4.73977E-3,78.13,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11098,11093,2 ,1.80092E-2,4.06019E-2,4.73977E-3,78.13,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11098,11093,3 ,1.80092E-2,4.06019E-2,4.73977E-3,78.13,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11300,11093,1 ,1.14121E-2,2.66958E-2,2.74243E-3,108.40,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11108,11095,1 ,7.59581E-3,1.83391E-2,1.22724E-3,68.59,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11095,11176,1 ,1.97821E-2,4.57896E-2,7.44596E-3,73.02,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11095,11225,1 ,2.11684E-2,6.70281E-2,3.82439E-3,63.21,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11095,11300,1 ,3.48486E-2,8.50218E-2,1.52877E-3,55.24,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11096,11205,1 ,3.19261E-2,4.30947E-2,1.77983E-2,63.66,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11358,11096,1 ,1.73654E-2,3.30800E-2,1.49222E-3,51.36,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11097,11104,1 ,3.12102E-2,7.22374E-2,5.28460E-3,62.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11097,11108,1 ,1.35495E-2,3.09521E-2,2.91306E-3,56.68,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11098,11099,1 ,2.72529E-4,1.18313E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11098,11214,1 ,2.93866E-2,7.96193E-2,1.17332E-2,75.87,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11098,11214,2 ,2.93866E-2,7.96193E-2,1.17332E-2,75.87,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11098,11331,1 ,2.66466E-2,7.08782E-2,8.51858E-3,80.53,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11098,11331,2 ,2.66466E-2,7.08782E-2,8.51858E-3,80.53,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11098,11331,3 ,2.66466E-2,7.08782E-2,8.51858E-3,80.53,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11100,11167,1 ,2.17146E-2,6.59443E-2,4.55866E-3,53.33,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11100,11169,1 ,2.44770E-2,6.45719E-2,3.70961E-3,48.74,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11100,11176,1 ,2.40181E-2,6.20983E-2,1.09836E-3,110.74,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11190,11100,1 ,2.35527E-2,6.47094E-2,6.21172E-3,54.02,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11328,11100,1 ,1.73134E-2,4.84737E-2,6.21874E-3,58.75,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11101,11102,1 ,2.41830E-4,1.03448E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11175,11101,1 ,5.57890E-3,2.80544E-2,9.73857E-3,257.62,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
33212,11101,1 ,2.43973E-2,1.44546E-1,2.87501E-2,184.35,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
33236,11101,1 ,2.05580E-2,1.11363E-1,3.97782E-2,201.98,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11103,11105,1 ,2.68819E-4,1.08127E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11103,11106,1 ,2.99226E-4,1.13454E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11103,11107,1 ,2.79409E-4,1.18936E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11104,11135,1 ,3.23156E-2,7.39245E-2,3.79782E-3,58.91,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11187,11104,1 ,2.24750E-2,6.11398E-2,1.06753E-2,65.22,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11136,11106,1 ,6.86879E-3,3.93986E-2,8.51394E-3,215.66,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11108,11300,1 ,1.42272E-2,3.30958E-2,2.37352E-3,64.59,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11109,11151,1 ,1.86275E-2,8.54473E-2,2.20519E-2,222.41,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11448,11109,1 ,2.23696E-2,8.86700E-2,7.44960E-2,241.56,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11110,11112,1 ,2.70297E-4,1.06942E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11124,11111,1 ,6.67790E-3,1.73790E-2,6.42948E-4,71.57,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11116,11112,1 ,3.15435E-3,1.90154E-2,6.90815E-3,217.26,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11117,11112,1 ,6.51195E-3,3.14157E-2,1.67348E-2,248.94,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11112,11424,1 ,3.89164E-3,2.04206E-2,3.04491E-2,230.82,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11113,11115,1 ,2.23124E-4,1.00447E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11113,11116,1 ,2.35566E-4,1.04976E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11114,11123,1 ,3.74836E-2,9.28775E-2,1.44890E-2,54.48,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11114,11124,1 ,2.96854E-2,7.13349E-2,2.04243E-3,72.08,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11116,11181,1 ,7.46598E-3,3.36484E-2,4.31917E-2,186.04,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11448,11117,1 ,7.84268E-3,5.30066E-2,1.19392E-2,304.64,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11118,11119,1 ,2.95455E-4,1.01117E-3,0.00000E0,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11210,11118,1 ,8.85764E-3,4.60785E-2,9.63600E-3,225.41,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11118,11379,1 ,6.95582E-3,3.41595E-2,8.94723E-2,194.76,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11118,11448,1 ,1.10152E-2,4.66764E-2,2.39930E-2,381.49,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
33212,11118,1 ,2.34989E-2,1.31399E-1,7.94690E-2,203.47,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11120,11123,1 ,5.62345E-2,1.46454E-1,6.49604E-3,78.15,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11120,11123,2 ,5.62345E-2,1.46454E-1,6.49604E-3,78.15,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11120,11123,3 ,5.62345E-2,1.46454E-1,6.49604E-3,78.15,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11120,11130,1 ,3.64666E-2,9.02150E-2,7.52662E-3,63.92,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11148,11120,1 ,6.39969E-2,1.64029E-1,3.70393E-3,58.59,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
11120,11197,1 ,6.02104E-2,1.33050E-1,4.80772E-3,59.78,0.00,0.00,0.00000,0.00000,0.00000,0.00000,1
