BusNum,ID,Pg,Qg,Qmin,Qmax,Vset,Status,Pmax,Pmin,Other1,Other2,Other3,Other4,Other5,Other6,Other7,Other8,Other9,Other10,Other11,Other12,Other13,Other14,Other15,Other16,Other17
11316,1 ,50.564,25.755,25.755,-5.617,1.06169,11313,60.720,0.00000,0.20140,0.00000,0.00000,1.00000,1,100.0,50.600,20.093,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11320,1 ,3.597,1.358,1.382,-0.176,1.03500,11319,4.320,0.00000,0.26950,0.00000,0.00000,1.00000,1,100.0,3.600,1.644,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11320,2 ,3.597,1.358,1.382,-0.176,1.03500,11319,4.320,0.00000,0.26950,0.00000,0.00000,1.00000,1,100.0,3.600,1.378,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11321,1 ,3.597,1.382,1.382,-0.176,1.03500,11319,4.320,0.00000,0.26950,0.00000,0.00000,1.00000,1,100.0,3.600,1.613,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11321,2 ,2.898,0.000,1.382,-0.176,1.03500,11319,4.320,0.00000,0.26950,0.00000,0.00000,1.00000,0,100.0,3.600,1.077,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11322,1 ,3.597,1.382,1.382,-0.176,1.03500,11319,4.320,0.00000,0.26950,0.00000,0.00000,1.00000,1,100.0,3.600,1.630,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11325,1 ,5.496,2.799,2.799,-0.611,1.04436,11324,6.600,0.00000,0.10500,0.00000,0.00000,1.00000,1,100.0,5.500,2.487,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11326,1 ,5.496,2.799,2.799,-0.611,1.04436,11324,6.600,0.00000,0.10500,0.00000,0.00000,1.00000,1,100.0,5.500,1.414,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11330,1 ,2.000,0.000,0.768,-0.098,1.04000,11329,2.400,0.00000,0.33830,0.00000,0.00000,1.00000,0,100.0,2.000,0.220,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11332,1 ,1.800,0.000,0.839,-0.220,1.04000,0,2.160,0.00000,0.12780,0.00000,0.00000,1.00000,0,100.0,1.800,0.407,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11332,2 ,0.287,0.000,0.839,-0.220,1.04000,0,2.160,0.00000,0.12780,0.00000,0.00000,1.00000,0,100.0,1.800,0.287,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11332,3 ,0.193,0.000,0.839,-0.220,1.04000,0,2.160,0.00000,0.12780,0.00000,0.00000,1.00000,0,100.0,1.800,0.193,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11333,1 ,4.297,-0.211,1.651,-0.211,1.04500,0,5.160,0.00000,0.15330,0.00000,0.00000,1.00000,1,100.0,4.300,2.011,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11334,1 ,1.444,1.351,1.351,-0.354,1.03900,0,3.480,0.00000,0.12500,0.00000,0.00000,1.00000,1,100.0,2.900,1.433,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11334,2 ,2.900,0.000,1.351,-0.354,1.03900,0,3.480,0.00000,0.12500,0.00000,0.00000,1.00000,0,100.0,2.900,1.195,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11336,1 ,1.099,0.422,0.422,-0.054,1.02680,11335,1.320,0.00000,0.22300,0.00000,0.00000,1.00000,1,100.0,1.100,0.381,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11339,1 ,14.989,-0.735,5.760,-0.735,1.04840,11338,18.000,0.00000,0.14700,0.00000,0.00000,1.00000,1,100.0,15.000,3.877,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11340,1 ,14.989,-0.735,5.760,-0.735,1.04840,11338,18.000,0.00000,0.14700,0.00000,0.00000,1.00000,1,100.0,15.000,2.941,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11340,2 ,14.989,-0.735,5.760,-0.735,1.04840,11338,18.000,0.00000,0.14700,0.00000,0.00000,1.00000,1,100.0,15.000,2.834,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11341,1 ,11.684,0.000,5.760,-0.735,1.05100,11338,18.000,0.00000,0.14700,0.00000,0.00000,1.00000,0,100.0,15.000,6.362,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11348,1 ,0.999,0.384,0.384,-0.049,1.03800,11344,1.200,0.00000,0.27640,0.00000,0.00000,1.00000,1,100.0,1.000,0.349,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11355,1 ,0.600,0.230,0.230,-0.029,1.04983,11351,0.720,0.00000,0.21390,0.00000,0.00000,1.00000,1,100.0,0.600,0.195,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11356,1 ,0.600,0.230,0.230,-0.029,1.04983,11351,0.720,0.00000,0.21390,0.00000,0.00000,1.00000,1,100.0,0.600,0.190,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11356,2 ,0.600,0.230,0.230,-0.029,1.04983,11351,0.720,0.00000,0.21390,0.00000,0.00000,1.00000,1,100.0,0.600,0.217,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11357,1 ,0.600,0.230,0.230,-0.029,1.04983,11351,0.720,0.00000,0.21390,0.00000,0.00000,1.00000,1,100.0,0.600,0.196,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11362,1 ,0.699,0.269,0.269,-0.034,1.04000,11361,0.840,0.00000,0.26350,0.00000,0.00000,1.00000,1,100.0,0.700,0.297,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11363,1 ,0.699,0.269,0.269,-0.034,1.04000,11361,0.840,0.00000,0.26350,0.00000,0.00000,1.00000,1,100.0,0.700,0.103,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11365,1 ,0.611,0.000,0.606,-0.159,1.04000,0,1.560,0.00000,0.09830,0.00000,0.00000,1.00000,0,100.0,1.300,0.611,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11366,1 ,0.583,0.000,0.606,-0.159,1.03000,11365,1.560,0.00000,0.09830,0.00000,0.00000,1.00000,0,100.0,1.300,0.583,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11367,1 ,0.359,0.000,0.606,-0.159,1.03000,11365,1.560,0.00000,0.09830,0.00000,0.00000,1.00000,0,100.0,1.300,0.359,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11372,1 ,193.361,13.315,74.304,-9.482,1.04000,11370,232.200,0.00000,0.22000,0.00000,0.00000,1.00000,1,100.0,193.500,39.816,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11373,1 ,141.914,0.000,74.304,-9.482,1.04000,11370,232.200,0.00000,0.22000,0.00000,0.00000,1.00000,0,100.0,193.500,31.963,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11374,1 ,193.361,13.315,74.304,-9.482,1.04000,11370,232.200,0.00000,0.22000,0.00000,0.00000,1.00000,1,100.0,193.500,31.339,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11375,1 ,193.361,13.315,74.304,-9.482,1.04000,11370,232.200,0.00000,0.22000,0.00000,0.00000,1.00000,1,100.0,193.500,40.921,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11380,1 ,888.264,65.422,327.115,-72.890,1.04200,11378,1066.680,0.00000,0.30750,0.00000,0.00000,1.00000,1,100.0,888.900,358.443,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11381,1 ,888.264,65.422,327.115,-72.890,1.04200,11378,1066.680,0.00000,0.30750,0.00000,0.00000,1.00000,1,100.0,888.900,250.852,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11382,1 ,888.264,65.422,327.115,-72.890,1.04200,11378,1066.680,0.00000,0.30750,0.00000,0.00000,1.00000,1,100.0,888.900,196.865,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11389,1 ,196.859,-16.061,100.273,-21.867,1.04000,11386,236.400,0.00000,0.29460,0.00000,0.00000,1.00000,1,100.0,197.000,89.231,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11390,1 ,196.859,-16.061,100.273,-21.867,1.04000,11386,236.400,0.00000,0.29460,0.00000,0.00000,1.00000,1,100.0,197.000,84.261,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11391,1 ,196.859,-16.061,100.273,-21.867,1.04000,11386,236.400,0.00000,0.29460,0.00000,0.00000,1.00000,1,100.0,197.000,82.383,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11392,1 ,196.859,-16.061,100.273,-21.867,1.04000,11386,236.400,0.00000,0.29460,0.00000,0.00000,1.00000,1,100.0,197.000,26.042,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11393,1 ,196.859,-16.061,100.273,-21.867,1.04000,11386,236.400,0.00000,0.29460,0.00000,0.00000,1.00000,1,100.0,197.000,33.651,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11396,1 ,1.675,0.000,0.643,-0.082,1.03800,0,2.010,0.00000,0.39190,0.00000,0.00000,1.00000,0,100.0,1.675,0.363,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11396,2 ,1.200,0.000,0.643,-0.082,1.03800,0,2.010,0.00000,0.39190,0.00000,0.00000,1.00000,0,100.0,1.675,0.442,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11396,3 ,1.674,-0.082,0.643,-0.082,1.03800,0,2.010,0.00000,0.39190,0.00000,0.00000,1.00000,1,100.0,1.675,0.563,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11396,4 ,1.674,-0.082,0.643,-0.082,1.03800,0,2.010,0.00000,0.39190,0.00000,0.00000,1.00000,1,100.0,1.675,0.285,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11397,1 ,3.298,1.267,1.267,-0.162,1.04550,0,3.960,0.00000,0.22040,0.00000,0.00000,1.00000,1,100.0,3.300,0.441,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11401,1 ,3.098,-0.135,1.190,-0.152,1.03224,11400,3.720,0.00000,0.27060,0.00000,0.00000,1.00000,1,100.0,3.100,0.829,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11402,1 ,2.557,0.000,1.190,-0.152,1.03224,11400,3.720,0.00000,0.27060,0.00000,0.00000,1.00000,0,100.0,3.100,0.980,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11406,1 ,0.657,0.000,0.769,-0.201,1.04951,11405,1.980,0.00000,0.19750,0.00000,0.00000,1.00000,0,100.0,1.650,0.657,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11406,2 ,1.649,0.769,0.769,-0.201,1.04951,11405,1.980,0.00000,0.19750,0.00000,0.00000,1.00000,1,100.0,1.650,0.190,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11407,1 ,0.239,0.000,0.233,-0.061,1.04951,11405,0.600,0.00000,0.10270,0.00000,0.00000,1.00000,0,100.0,0.500,0.239,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11407,2 ,0.500,0.233,0.233,-0.061,1.04951,11405,0.600,0.00000,0.10270,0.00000,0.00000,1.00000,1,100.0,0.500,0.215,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11412,1 ,2.998,-0.147,1.152,-0.147,1.04300,0,3.600,0.00000,0.13640,0.00000,0.00000,1.00000,1,100.0,3.000,1.347,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11412,2 ,2.998,-0.147,1.152,-0.147,1.04300,0,3.600,0.00000,0.13640,0.00000,0.00000,1.00000,1,100.0,3.000,0.682,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11412,3 ,2.998,-0.147,1.152,-0.147,1.04300,0,3.600,0.00000,0.13640,0.00000,0.00000,1.00000,1,100.0,3.000,0.339,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11412,4 ,2.998,-0.147,1.152,-0.147,1.04300,0,3.600,0.00000,0.13640,0.00000,0.00000,1.00000,1,100.0,3.000,0.920,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11412,5 ,2.669,0.000,1.152,-0.147,1.04300,0,3.600,0.00000,0.13640,0.00000,0.00000,1.00000,0,100.0,3.000,1.327,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11412,6 ,2.319,0.000,1.152,-0.147,1.04300,0,3.600,0.00000,0.13640,0.00000,0.00000,1.00000,0,100.0,3.000,0.732,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11415,1 ,1.160,0.000,1.351,-0.354,1.01300,11414,3.480,0.00000,0.13870,0.00000,0.00000,1.00000,0,100.0,2.900,1.160,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11417,1 ,2.898,1.351,1.351,-0.354,1.04000,0,3.480,0.00000,0.20460,0.00000,0.00000,1.00000,1,100.0,2.900,1.353,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11421,1 ,174.875,89.075,89.075,-19.425,1.04500,11418,210.000,0.00000,0.14810,0.00000,0.00000,1.00000,1,100.0,175.000,83.091,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11422,1 ,53.961,27.486,27.486,-5.994,1.04500,11418,64.800,0.00000,0.12420,0.00000,0.00000,1.00000,1,100.0,54.000,15.818,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11423,1 ,53.961,27.486,27.486,-5.994,1.04500,11418,64.800,0.00000,0.12420,0.00000,0.00000,1.00000,1,100.0,54.000,26.703,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11433,1 ,1204.237,205.584,443.477,-98.818,1.04200,11428,1446.120,0.00000,0.26970,0.00000,0.00000,1.00000,1,100.0,1205.100,277.375,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11434,1 ,1204.237,205.584,443.477,-98.818,1.04200,11428,1446.120,0.00000,0.26970,0.00000,0.00000,1.00000,1,100.0,1205.100,391.052,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11440,1 ,173.209,16.262,88.227,-19.240,1.05500,11437,208.000,0.00000,0.11030,0.00000,0.00000,1.00000,1,100.0,173.333,65.272,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11441,1 ,173.209,16.262,88.227,-19.240,1.05500,11437,208.000,0.00000,0.11030,0.00000,0.00000,1.00000,1,100.0,173.333,65.225,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11442,1 ,173.209,16.262,88.227,-19.240,1.05500,11437,208.000,0.00000,0.11030,0.00000,0.00000,1.00000,1,100.0,173.333,80.102,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11443,1 ,116.317,16.262,59.248,-12.920,1.05500,11437,139.680,0.00000,0.13880,0.00000,0.00000,1.00000,1,100.0,116.400,17.445,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11444,1 ,116.317,16.262,59.248,-12.920,1.05500,11437,139.680,0.00000,0.13880,0.00000,0.00000,1.00000,1,100.0,116.400,32.213,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11445,1 ,116.317,16.262,59.248,-12.920,1.05500,11437,139.680,0.00000,0.13880,0.00000,0.00000,1.00000,1,100.0,116.400,18.131,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11446,1 ,116.317,16.262,59.248,-12.920,1.05500,11437,139.680,0.00000,0.13880,0.00000,0.00000,1.00000,1,100.0,116.400,45.302,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11447,1 ,116.317,16.262,59.248,-12.920,1.05500,11437,139.680,0.00000,0.13880,0.00000,0.00000,1.00000,1,100.0,116.400,28.669,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11452,1 ,4.996,1.920,1.920,-0.245,1.05217,11451,6.000,0.00000,0.21660,0.00000,0.00000,1.00000,1,100.0,5.000,1.653,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11453,1 ,4.996,1.920,1.920,-0.245,1.05217,11451,6.000,0.00000,0.21660,0.00000,0.00000,1.00000,1,100.0,5.000,2.043,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11453,2 ,4.996,1.920,1.920,-0.245,1.05217,11451,6.000,0.00000,0.21660,0.00000,0.00000,1.00000,1,100.0,5.000,2.162,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11457,1 ,1.599,0.814,0.814,-0.178,1.03060,11456,1.920,0.00000,0.21680,0.00000,0.00000,1.00000,1,100.0,1.600,0.516,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11457,2 ,1.599,0.814,0.814,-0.178,1.03060,11456,1.920,0.00000,0.21680,0.00000,0.00000,1.00000,1,100.0,1.600,0.718,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11459,1 ,78.744,-3.861,30.259,-3.861,1.03600,0,94.560,0.00000,0.19350,0.00000,0.00000,1.00000,1,100.0,78.800,21.144,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11459,2 ,78.744,-3.861,30.259,-3.861,1.03600,0,94.560,0.00000,0.19350,0.00000,0.00000,1.00000,1,100.0,78.800,33.132,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11467,1 ,228.352,0.000,124.416,-15.876,1.04100,11465,388.800,0.00000,0.23230,0.00000,0.00000,1.00000,0,100.0,324.000,38.462,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11468,1 ,323.768,45.209,124.416,-15.876,1.04100,11465,388.800,0.00000,0.23230,0.00000,0.00000,1.00000,1,100.0,324.000,79.561,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11469,1 ,323.768,45.209,124.416,-15.876,1.04100,11465,388.800,0.00000,0.23230,0.00000,0.00000,1.00000,1,100.0,324.000,128.822,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11470,1 ,323.768,45.209,124.416,-15.876,1.04100,11465,388.800,0.00000,0.23230,0.00000,0.00000,1.00000,1,100.0,324.000,83.924,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11472,1 ,0.632,0.932,0.932,-0.244,1.00600,11471,2.400,0.00000,0.13710,0.00000,0.00000,1.00000,1,100.0,2.000,0.625,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11472,2 ,0.606,0.000,0.932,-0.244,1.00600,11471,2.400,0.00000,0.13710,0.00000,0.00000,1.00000,0,100.0,2.000,0.606,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11473,1 ,0.305,0.000,0.932,-0.244,1.00600,11471,2.400,0.00000,0.13710,0.00000,0.00000,1.00000,0,100.0,2.000,0.305,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11473,2 ,0.619,0.000,0.932,-0.244,1.00600,11471,2.400,0.00000,0.13710,0.00000,0.00000,1.00000,0,100.0,2.000,0.619,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11474,1 ,0.616,0.000,0.932,-0.244,1.00600,11471,2.400,0.00000,0.13710,0.00000,0.00000,1.00000,0,100.0,2.000,0.616,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11479,1 ,0.999,-0.049,0.384,-0.049,1.02557,11478,1.200,0.00000,0.39960,0.00000,0.00000,1.00000,1,100.0,1.000,0.273,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11480,1 ,1.000,0.000,0.384,-0.049,1.03800,11478,1.200,0.00000,0.39960,0.00000,0.00000,1.00000,0,100.0,1.000,0.188,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11481,1 ,0.999,-0.049,0.384,-0.049,1.02557,11478,1.200,0.00000,0.39960,0.00000,0.00000,1.00000,1,100.0,1.000,0.215,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11481,2 ,0.999,-0.049,0.384,-0.049,1.02557,11478,1.200,0.00000,0.39960,0.00000,0.00000,1.00000,1,100.0,1.000,0.253,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11485,1 ,4.996,2.545,2.545,-0.555,1.04000,0,6.000,0.00000,0.20390,0.00000,0.00000,1.00000,1,100.0,5.000,1.950,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11485,2 ,4.996,2.545,2.545,-0.555,1.04000,0,6.000,0.00000,0.20390,0.00000,0.00000,1.00000,1,100.0,5.000,1.070,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11487,1 ,1.133,1.351,1.351,-0.354,1.04100,0,3.480,0.00000,0.34770,0.00000,0.00000,1.00000,1,100.0,2.900,1.123,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11491,1 ,133.105,52.137,67.799,-14.785,1.04800,11489,159.840,0.00000,0.13310,0.00000,0.00000,1.00000,1,100.0,133.200,53.140,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11492,1 ,133.105,52.137,67.799,-14.785,1.04800,11489,159.840,0.00000,0.13310,0.00000,0.00000,1.00000,1,100.0,133.200,25.860,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11493,1 ,133.105,52.137,67.799,-14.785,1.04800,11489,159.840,0.00000,0.13310,0.00000,0.00000,1.00000,1,100.0,133.200,21.187,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11494,1 ,133.105,52.137,67.799,-14.785,1.04800,11489,159.840,0.00000,0.13310,0.00000,0.00000,1.00000,1,100.0,133.200,58.120,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11495,1 ,133.105,52.137,67.799,-14.785,1.04800,11489,159.840,0.00000,0.13310,0.00000,0.00000,1.00000,1,100.0,133.200,37.141,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11496,1 ,133.105,52.137,67.799,-14.785,1.04800,11489,159.840,0.00000,0.13310,0.00000,0.00000,1.00000,1,100.0,133.200,40.722,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11499,1 ,0.600,0.230,0.230,-0.029,1.04500,0,0.720,0.00000,0.22240,0.00000,0.00000,1.00000,1,100.0,0.600,0.159,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
11499,2 ,0.600,0.230,0.230,-0.029,1.04500,0,0.720,0.00000,0.22240,0.00000,0.00000,1.00000,1,100.0,0.600,0.093,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
14176,1 ,46.300,23.584,23.584,-5.143,1.04507,14175,55.600,0.00000,0.28570,0.00000,0.00000,1.00000,1,100.0,46.333,20.908,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
14177,1 ,46.300,23.584,23.584,-5.143,1.05256,14174,55.600,0.00000,0.28570,0.00000,0.00000,1.00000,1,100.0,46.333,17.507,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
14177,2 ,46.300,23.584,23.584,-5.143,1.05256,14174,55.600,0.00000,0.28570,0.00000,0.00000,1.00000,1,100.0,46.333,15.033,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
14179,1 ,14.390,7.330,7.330,-1.598,1.04250,0,17.280,0.00000,0.14370,0.00000,0.00000,1.00000,1,100.0,14.400,3.796,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
14179,2 ,14.390,7.330,7.330,-1.598,1.04250,0,17.280,0.00000,0.14370,0.00000,0.00000,1.00000,1,100.0,14.400,6.406,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
14182,1 ,1.799,-0.200,0.916,-0.200,1.02576,14181,2.160,0.00000,0.24770,0.00000,0.00000,1.00000,1,100.0,1.800,0.592,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
14183,1 ,1.800,0.000,0.916,-0.200,1.02500,14181,2.160,0.00000,0.24770,0.00000,0.00000,1.00000,0,100.0,1.800,0.422,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
14184,1 ,1.800,0.000,0.916,-0.200,1.02500,14181,2.160,0.00000,0.24770,0.00000,0.00000,1.00000,0,100.0,1.800,0.216,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
