BusNum,ID,Status,Area,Zone,Pd,Qd,Other1,Other2,Other3,Other4,Other5,Other6,Other7,Other8
11090,1 ,1,11,1,44.833,11.683,0.000,0.000,0.000,0.000,1,1,,
11094,1 ,1,11,1,44.833,27.569,0.000,0.000,0.000,0.000,1,1,,
11094,2 ,1,11,1,7.072,0.282,0.000,0.000,0.000,0.000,1,1,,
11095,1 ,1,11,1,36.039,7.741,0.000,0.000,0.000,0.000,1,1,,
11096,1 ,1,11,1,36.039,2.697,0.000,0.000,0.000,0.000,1,1,,
11097,1 ,1,11,1,37.439,21.431,0.000,0.000,0.000,0.000,1,1,,
11099,1 ,1,11,1,37.439,14.451,0.000,0.000,0.000,0.000,1,1,,
11100,1 ,1,11,1,45.696,13.490,0.000,0.000,0.000,0.000,1,1,,
11102,1 ,1,11,1,45.696,10.138,0.000,0.000,0.000,0.000,1,1,,
11105,1 ,1,11,1,33.391,7.728,0.000,0.000,0.000,0.000,1,1,,
11107,1 ,1,11,1,6.068,1.256,0.000,0.000,0.000,0.000,1,1,,
11108,1 ,1,11,1,33.391,11.397,0.000,0.000,0.000,0.000,1,1,,
11109,1 ,1,11,1,33.628,5.136,0.000,0.000,0.000,0.000,1,1,,
11111,1 ,1,11,1,50.831,18.095,0.000,0.000,0.000,0.000,1,1,,
11115,1 ,1,11,1,50.831,4.525,0.000,0.000,0.000,0.000,1,1,,
11117,1 ,1,11,1,37.986,16.304,0.000,0.000,0.000,0.000,1,1,,
11119,1 ,1,11,1,35.799,26.531,0.000,0.000,0.000,0.000,1,1,,
11119,2 ,1,11,1,10.111,3.800,0.000,0.000,0.000,0.000,1,1,,
11120,1 ,1,11,1,35.799,10.434,0.000,0.000,0.000,0.000,1,1,,
11122,1 ,1,11,1,32.146,4.574,0.000,0.000,0.000,0.000,1,1,,
11125,1 ,1,11,1,47.754,8.660,0.000,0.000,0.000,0.000,1,1,,
11127,1 ,1,11,1,7.173,1.685,0.000,0.000,0.000,0.000,1,1,,
11127,2 ,1,11,1,0.653,0.350,0.000,0.000,0.000,0.000,1,1,,
11128,1 ,1,11,1,36.884,13.669,0.000,0.000,0.000,0.000,1,1,,
11128,2 ,1,11,1,0.330,0.052,0.000,0.000,0.000,0.000,1,1,,
11129,1 ,1,11,1,34.627,12.386,0.000,0.000,0.000,0.000,1,1,,
11131,1 ,1,11,1,14.531,3.049,0.000,0.000,0.000,0.000,1,1,,
11133,1 ,1,11,1,7.654,2.251,0.000,0.000,0.000,0.000,1,1,,
11134,1 ,1,11,1,39.746,5.632,0.000,0.000,0.000,0.000,1,1,,
11140,1 ,1,11,1,39.746,4.825,0.000,0.000,0.000,0.000,1,1,,
11141,1 ,1,11,1,38.429,17.874,0.000,0.000,0.000,0.000,1,1,,
11147,1 ,1,11,1,38.429,9.551,0.000,0.000,0.000,0.000,1,1,,
11148,1 ,1,11,1,7.166,1.143,0.000,0.000,0.000,0.000,1,1,,
11149,1 ,1,11,1,48.303,7.992,0.000,0.000,0.000,0.000,1,1,,
11150,1 ,1,11,1,25.953,6.144,0.000,0.000,0.000,0.000,1,1,,
11152,1 ,1,11,1,3.234,1.046,0.000,0.000,0.000,0.000,1,1,,
11153,1 ,1,11,1,36.607,5.934,0.000,0.000,0.000,0.000,1,1,,
11155,1 ,1,11,1,36.607,0.872,0.000,0.000,0.000,0.000,1,1,,
11161,1 ,1,11,1,34.106,6.751,0.000,0.000,0.000,0.000,1,1,,
11161,2 ,1,11,1,10.257,4.740,0.000,0.000,0.000,0.000,1,1,,
11163,1 ,1,11,1,6.331,0.738,0.000,0.000,0.000,0.000,1,1,,
11164,1 ,1,11,1,34.106,5.355,0.000,0.000,0.000,0.000,1,1,,
11166,1 ,1,11,1,42.422,16.758,0.000,0.000,0.000,0.000,1,1,,
11172,1 ,1,11,1,42.422,13.928,0.000,0.000,0.000,0.000,1,1,,
11173,1 ,1,11,1,55.697,38.612,0.000,0.000,0.000,0.000,1,1,,
11177,1 ,1,11,1,55.697,1.717,0.000,0.000,0.000,0.000,1,1,,
11179,1 ,1,11,1,12.509,3.132,0.000,0.000,0.000,0.000,1,1,,
11180,1 ,1,11,1,25.836,2.813,0.000,0.000,0.000,0.000,1,1,,
11180,2 ,1,11,1,4.529,1.561,0.000,0.000,0.000,0.000,1,1,,
11183,1 ,1,11,1,20.270,10.618,0.000,0.000,0.000,0.000,1,1,,
11183,2 ,1,11,1,0.307,0.061,0.000,0.000,0.000,0.000,1,1,,
11186,1 ,1,11,1,39.302,8.597,0.000,0.000,0.000,0.000,1,1,,
11186,2 ,1,11,1,0.699,0.267,0.000,0.000,0.000,0.000,1,1,,
11188,1 ,1,11,1,18.702,9.538,0.000,0.000,0.000,0.000,1,1,,
11189,1 ,1,11,1,39.234,9.151,0.000,0.000,0.000,0.000,1,1,,
11192,1 ,1,11,1,21.453,4.710,0.000,0.000,0.000,0.000,1,1,,
11194,1 ,1,11,1,32.206,11.626,0.000,0.000,0.000,0.000,1,1,,
11196,1 ,1,11,1,22.550,5.680,0.000,0.000,0.000,0.000,1,1,,
11202,1 ,1,11,1,46.878,9.414,0.000,0.000,0.000,0.000,1,1,,
11204,1 ,1,11,1,30.857,7.967,0.000,0.000,0.000,0.000,1,1,,
11206,1 ,1,11,1,32.952,5.369,0.000,0.000,0.000,0.000,1,1,,
11208,1 ,1,11,1,32.952,5.228,0.000,0.000,0.000,0.000,1,1,,
11209,1 ,1,11,1,20.894,3.286,0.000,0.000,0.000,0.000,1,1,,
11210,1 ,1,11,1,56.358,11.177,0.000,0.000,0.000,0.000,1,1,,
11212,1 ,1,11,1,35.471,13.969,0.000,0.000,0.000,0.000,1,1,,
11215,1 ,1,11,1,35.471,19.189,0.000,0.000,0.000,0.000,1,1,,
11217,1 ,1,11,1,61.073,13.994,0.000,0.000,0.000,0.000,1,1,,
11217,2 ,1,11,1,1.979,0.419,0.000,0.000,0.000,0.000,1,1,,
11220,1 ,1,11,1,61.073,14.219,0.000,0.000,0.000,0.000,1,1,,
11221,1 ,1,11,1,9.927,2.468,0.000,0.000,0.000,0.000,1,1,,
11223,1 ,1,11,1,12.641,1.454,0.000,0.000,0.000,0.000,1,1,,
11225,1 ,1,11,1,51.429,45.143,0.000,0.000,0.000,0.000,1,1,,
11226,1 ,1,11,1,51.429,8.393,0.000,0.000,0.000,0.000,1,1,,
11231,1 ,1,11,1,54.376,10.829,0.000,0.000,0.000,0.000,1,1,,
11233,1 ,1,11,1,29.466,10.203,0.000,0.000,0.000,0.000,1,1,,
11233,2 ,1,11,1,0.866,0.445,0.000,0.000,0.000,0.000,1,1,,
11234,1 ,1,11,1,12.626,3.115,0.000,0.000,0.000,0.000,1,1,,
11236,1 ,1,11,1,36.959,3.339,0.000,0.000,0.000,0.000,1,1,,
11238,1 ,1,11,1,10.725,0.499,0.000,0.000,0.000,0.000,1,1,,
11239,1 ,1,11,1,31.738,5.311,0.000,0.000,0.000,0.000,1,1,,
11243,1 ,1,11,1,26.153,6.519,0.000,0.000,0.000,0.000,1,1,,
11245,1 ,1,11,1,9.675,2.977,0.000,0.000,0.000,0.000,1,1,,
11247,1 ,1,11,1,51.602,5.583,0.000,0.000,0.000,0.000,1,1,,
11247,2 ,1,11,1,6.396,0.554,0.000,0.000,0.000,0.000,1,1,,
11249,1 ,1,11,1,4.553,1.078,0.000,0.000,0.000,0.000,1,1,,
11250,1 ,1,11,1,46.129,14.175,0.000,0.000,0.000,0.000,1,1,,
11252,1 ,1,11,1,32.546,10.565,0.000,0.000,0.000,0.000,1,1,,
11255,1 ,1,11,1,32.546,1.932,0.000,0.000,0.000,0.000,1,1,,
11258,1 ,1,11,1,38.284,17.734,0.000,0.000,0.000,0.000,1,1,,
11262,1 ,1,11,1,38.284,8.475,0.000,0.000,0.000,0.000,1,1,,
11263,1 ,1,11,1,19.539,2.891,0.000,0.000,0.000,0.000,1,1,,
11266,1 ,1,11,1,64.540,25.077,0.000,0.000,0.000,0.000,1,1,,
11269,1 ,1,11,1,59.853,19.004,0.000,0.000,0.000,0.000,1,1,,
11271,1 ,1,11,1,68.075,17.151,0.000,0.000,0.000,0.000,1,1,,
11271,2 ,1,11,1,0.112,0.047,0.000,0.000,0.000,0.000,1,1,,
11276,1 ,1,11,1,68.075,12.869,0.000,0.000,0.000,0.000,1,1,,
11281,1 ,1,11,1,69.915,43.247,0.000,0.000,0.000,0.000,1,1,,
11284,1 ,1,11,1,69.915,29.117,0.000,0.000,0.000,0.000,1,1,,
11285,1 ,1,11,1,37.595,8.132,0.000,0.000,0.000,0.000,1,1,,
11288,1 ,1,11,1,37.595,8.043,0.000,0.000,0.000,0.000,1,1,,
11288,2 ,1,11,1,4.550,0.535,0.000,0.000,0.000,0.000,1,1,,
11291,1 ,1,11,1,23.902,3.886,0.000,0.000,0.000,0.000,1,1,,
11333,1 ,1,11,1,2.785,0.991,0.000,0.000,0.000,0.000,1,1,,
11376,1 ,1,11,1,3.198,1.312,0.000,0.000,0.000,0.000,1,1,,
13001,1 ,1,13,1,37.501,11.041,0.000,0.000,0.000,0.000,1,1,,
13004,1 ,1,13,1,72.486,7.794,0.000,0.000,0.000,0.000,1,1,,
13005,1 ,1,13,1,72.486,20.684,0.000,0.000,0.000,0.000,1,1,,
13007,1 ,1,13,1,54.409,25.250,0.000,0.000,0.000,0.000,1,1,,
13010,1 ,1,13,1,54.409,18.050,0.000,0.000,0.000,0.000,1,1,,
13011,1 ,1,13,1,35.119,12.689,0.000,0.000,0.000,0.000,1,1,,
13012,1 ,1,13,1,57.068,38.255,0.000,0.000,0.000,0.000,1,1,,
13014,1 ,1,13,1,52.541,19.408,0.000,0.000,0.000,0.000,1,1,,
13015,1 ,1,13,1,28.545,16.509,0.000,0.000,0.000,0.000,1,1,,
13018,1 ,1,13,1,54.266,8.281,0.000,0.000,0.000,0.000,1,1,,
13020,1 ,1,13,1,45.667,15.196,0.000,0.000,0.000,0.000,1,1,,
13022,1 ,1,13,1,26.917,12.012,0.000,0.000,0.000,0.000,1,1,,
13024,1 ,1,13,1,31.109,2.555,0.000,0.000,0.000,0.000,1,1,,
13025,1 ,1,13,1,31.109,10.443,0.000,0.000,0.000,0.000,1,1,,
13027,1 ,1,13,1,52.038,14.700,0.000,0.000,0.000,0.000,1,1,,
13028,1 ,1,13,1,41.337,7.156,0.000,0.000,0.000,0.000,1,1,,
13029,1 ,1,13,1,41.337,25.511,0.000,0.000,0.000,0.000,1,1,,
13032,1 ,1,13,1,32.570,3.683,0.000,0.000,0.000,0.000,1,1,,
13034,1 ,1,13,1,32.570,2.829,0.000,0.000,0.000,0.000,1,1,,
13036,1 ,1,13,1,26.480,1.315,0.000,0.000,0.000,0.000,1,1,,
13038,1 ,1,13,1,31.820,10.598,0.000,0.000,0.000,0.000,1,1,,
13040,1 ,1,13,1,16.831,5.697,0.000,0.000,0.000,0.000,1,1,,
13042,1 ,1,13,1,40.656,20.319,0.000,0.000,0.000,0.000,1,1,,
13044,1 ,1,13,1,40.656,26.375,0.000,0.000,0.000,0.000,1,1,,
13045,1 ,1,13,1,35.138,7.631,0.000,0.000,0.000,0.000,1,1,,
13046,1 ,1,13,1,35.138,31.871,0.000,0.000,0.000,0.000,1,1,,
13049,1 ,1,13,1,17.521,6.809,0.000,0.000,0.000,0.000,1,1,,
13049,2 ,1,13,1,4.809,1.000,0.000,0.000,0.000,0.000,1,1,,
13052,1 ,1,13,1,36.860,10.052,0.000,0.000,0.000,0.000,1,1,,
13053,1 ,1,13,1,57.506,8.133,0.000,0.000,0.000,0.000,1,1,,
13056,1 ,1,13,1,57.506,12.932,0.000,0.000,0.000,0.000,1,1,,
13057,1 ,1,13,1,35.402,2.697,0.000,0.000,0.000,0.000,1,1,,
13058,1 ,1,13,1,46.787,6.813,0.000,0.000,0.000,0.000,1,1,,
13060,1 ,1,13,1,46.787,6.512,0.000,0.000,0.000,0.000,1,1,,
13062,1 ,1,13,1,18.202,4.171,0.000,0.000,0.000,0.000,1,1,,
13063,1 ,1,13,1,21.528,3.674,0.000,0.000,0.000,0.000,1,1,,
13064,1 ,1,13,1,24.396,2.836,0.000,0.000,0.000,0.000,1,1,,
13066,1 ,1,13,1,48.265,16.154,0.000,0.000,0.000,0.000,1,1,,
13070,1 ,1,13,1,48.265,3.718,0.000,0.000,0.000,0.000,1,1,,
13072,1 ,1,13,1,33.762,10.533,0.000,0.000,0.000,0.000,1,1,,
13075,1 ,1,13,1,33.762,7.637,0.000,0.000,0.000,0.000,1,1,,
13080,1 ,1,13,1,54.915,6.765,0.000,0.000,0.000,0.000,1,1,,
13082,1 ,1,13,1,29.439,2.763,0.000,0.000,0.000,0.000,1,1,,
13083,1 ,1,13,1,29.439,5.224,0.000,0.000,0.000,0.000,1,1,,
13086,1 ,1,13,1,27.917,8.966,0.000,0.000,0.000,0.000,1,1,,
13088,1 ,1,13,1,31.243,17.620,0.000,0.000,0.000,0.000,1,1,,
13089,1 ,1,13,1,23.292,2.467,0.000,0.000,0.000,0.000,1,1,,
13090,1 ,1,13,1,9.646,0.835,0.000,0.000,0.000,0.000,1,1,,
13090,2 ,1,13,1,2.148,0.571,0.000,0.000,0.000,0.000,1,1,,
13091,1 ,1,13,1,69.889,17.719,0.000,0.000,0.000,0.000,1,1,,
13097,1 ,1,13,1,69.889,20.736,0.000,0.000,0.000,0.000,1,1,,
13099,1 ,1,13,1,34.585,12.732,0.000,0.000,0.000,0.000,1,1,,
13101,1 ,1,13,1,53.109,18.925,0.000,0.000,0.000,0.000,1,1,,
13103,1 ,1,13,1,53.109,8.804,0.000,0.000,0.000,0.000,1,1,,
13103,2 ,1,13,1,11.923,4.308,0.000,0.000,0.000,0.000,1,1,,
13104,1 ,1,13,1,33.701,13.016,0.000,0.000,0.000,0.000,1,1,,
13106,1 ,1,13,1,33.701,2.400,0.000,0.000,0.000,0.000,1,1,,
13111,1 ,1,13,1,80.288,30.416,0.000,0.000,0.000,0.000,1,1,,
13114,1 ,1,13,1,80.288,13.437,0.000,0.000,0.000,0.000,1,1,,
13116,1 ,1,13,1,26.070,3.278,0.000,0.000,0.000,0.000,1,1,,
13118,1 ,1,13,1,35.215,6.407,0.000,0.000,0.000,0.000,1,1,,
13118,2 ,1,13,1,8.844,0.465,0.000,0.000,0.000,0.000,1,1,,
13120,1 ,1,13,1,51.748,14.376,0.000,0.000,0.000,0.000,1,1,,
13123,1 ,1,13,1,51.748,36.728,0.000,0.000,0.000,0.000,1,1,,
13125,1 ,1,13,1,29.783,10.037,0.000,0.000,0.000,0.000,1,1,,
13126,1 ,1,13,1,31.137,6.110,0.000,0.000,0.000,0.000,1,1,,
13129,1 ,1,13,1,31.448,7.875,0.000,0.000,0.000,0.000,1,1,,
13130,1 ,1,13,1,31.448,13.579,0.000,0.000,0.000,0.000,1,1,,
13132,1 ,1,13,1,33.939,8.842,0.000,0.000,0.000,0.000,1,1,,
13133,1 ,1,13,1,41.483,19.574,0.000,0.000,0.000,0.000,1,1,,
13136,1 ,1,13,1,47.274,12.908,0.000,0.000,0.000,0.000,1,1,,
13137,1 ,1,13,1,20.500,10.215,0.000,0.000,0.000,0.000,1,1,,
13139,1 ,1,13,1,17.540,3.837,0.000,0.000,0.000,0.000,1,1,,
13141,1 ,1,13,1,54.004,3.442,0.000,0.000,0.000,0.000,1,1,,
13142,1 ,1,13,1,30.475,9.578,0.000,0.000,0.000,0.000,1,1,,
13142,2 ,1,13,1,13.384,0.872,0.000,0.000,0.000,0.000,1,1,,
13144,1 ,1,13,1,37.527,6.544,0.000,0.000,0.000,0.000,1,1,,
13144,2 ,1,13,1,9.720,1.481,0.000,0.000,0.000,0.000,1,1,,
13149,1 ,1,13,1,53.767,5.501,0.000,0.000,0.000,0.000,1,1,,
13151,1 ,1,13,1,36.358,11.442,0.000,0.000,0.000,0.000,1,1,,
13152,1 ,1,13,1,12.383,2.420,0.000,0.000,0.000,0.000,1,1,,
13152,2 ,1,13,1,10.336,2.124,0.000,0.000,0.000,0.000,1,1,,
13153,1 ,1,13,1,61.011,8.778,0.000,0.000,0.000,0.000,1,1,,
13158,1 ,1,13,1,90.479,28.395,0.000,0.000,0.000,0.000,1,1,,
13160,1 ,1,13,1,28.874,17.723,0.000,0.000,0.000,0.000,1,1,,
13164,1 ,1,13,1,76.492,18.102,0.000,0.000,0.000,0.000,1,1,,
13165,1 ,1,13,1,76.492,35.654,0.000,0.000,0.000,0.000,1,1,,
13168,1 ,1,13,1,34.889,16.691,0.000,0.000,0.000,0.000,1,1,,
13171,1 ,1,13,1,34.889,18.506,0.000,0.000,0.000,0.000,1,1,,
13172,1 ,1,13,1,15.479,8.162,0.000,0.000,0.000,0.000,1,1,,
13175,1 ,1,13,1,70.017,43.222,0.000,0.000,0.000,0.000,1,1,,
13177,1 ,1,13,1,70.017,20.436,0.000,0.000,0.000,0.000,1,1,,
13178,1 ,1,13,1,37.407,6.785,0.000,0.000,0.000,0.000,1,1,,
13179,1 ,1,13,1,45.641,13.504,0.000,0.000,0.000,0.000,1,1,,
13180,1 ,1,13,1,28.932,7.651,0.000,0.000,0.000,0.000,1,1,,
13181,1 ,1,13,1,37.603,6.836,0.000,0.000,0.000,0.000,1,1,,
13185,1 ,1,13,1,37.603,3.873,0.000,0.000,0.000,0.000,1,1,,
13189,1 ,1,13,1,58.050,16.639,0.000,0.000,0.000,0.000,1,1,,
13189,2 ,1,13,1,41.540,13.728,0.000,0.000,0.000,0.000,1,1,,
13193,1 ,1,13,1,58.050,16.654,0.000,0.000,0.000,0.000,1,1,,
13194,1 ,1,13,1,54.030,23.510,0.000,0.000,0.000,0.000,1,1,,
13195,1 ,1,13,1,54.030,5.440,0.000,0.000,0.000,0.000,1,1,,
13197,1 ,1,13,1,35.993,8.220,0.000,0.000,0.000,0.000,1,1,,
13199,1 ,1,13,1,35.993,6.333,0.000,0.000,0.000,0.000,1,1,,
13202,1 ,1,13,1,43.297,17.163,0.000,0.000,0.000,0.000,1,1,,
13202,2 ,1,13,1,34.585,2.923,0.000,0.000,0.000,0.000,1,1,,
13203,1 ,1,13,1,43.297,17.012,0.000,0.000,0.000,0.000,1,1,,
13205,1 ,1,13,1,56.088,15.924,0.000,0.000,0.000,0.000,1,1,,
13206,1 ,1,13,1,41.282,15.939,0.000,0.000,0.000,0.000,1,1,,
13208,1 ,1,13,1,41.282,10.659,0.000,0.000,0.000,0.000,1,1,,
13209,1 ,1,13,1,32.604,13.609,0.000,0.000,0.000,0.000,1,1,,
13209,2 ,1,13,1,1.201,0.235,0.000,0.000,0.000,0.000,1,1,,
13210,1 ,1,13,1,32.604,33.341,0.000,0.000,0.000,0.000,1,1,,
13211,1 ,1,13,1,62.033,2.261,0.000,0.000,0.000,0.000,1,1,,
13213,1 ,1,13,1,62.033,12.377,0.000,0.000,0.000,0.000,1,1,,
13215,1 ,1,13,1,30.380,6.541,0.000,0.000,0.000,0.000,1,1,,
13216,1 ,1,13,1,30.380,7.690,0.000,0.000,0.000,0.000,1,1,,
13217,1 ,1,13,1,33.920,5.228,0.000,0.000,0.000,0.000,1,1,,
13218,1 ,1,13,1,30.202,6.234,0.000,0.000,0.000,0.000,1,1,,
13220,1 ,1,13,1,30.202,6.460,0.000,0.000,0.000,0.000,1,1,,
13223,1 ,1,13,1,46.976,5.286,0.000,0.000,0.000,0.000,1,1,,
13224,1 ,1,13,1,46.976,1.567,0.000,0.000,0.000,0.000,1,1,,
13225,1 ,1,13,1,48.496,21.418,0.000,0.000,0.000,0.000,1,1,,
13227,1 ,1,13,1,30.583,1.740,0.000,0.000,0.000,0.000,1,1,,
13227,2 ,1,13,1,15.796,14.967,0.000,0.000,0.000,0.000,1,1,,
13229,1 ,1,13,1,49.215,7.259,0.000,0.000,0.000,0.000,1,1,,
13231,1 ,1,13,1,30.631,7.080,0.000,0.000,0.000,0.000,1,1,,
13232,1 ,1,13,1,30.631,7.665,0.000,0.000,0.000,0.000,1,1,,
13234,1 ,1,13,1,35.902,5.792,0.000,0.000,0.000,0.000,1,1,,
13235,1 ,1,13,1,8.294,2.186,0.000,0.000,0.000,0.000,1,1,,
13236,1 ,1,13,1,35.902,14.152,0.000,0.000,0.000,0.000,1,1,,
13237,1 ,1,13,1,41.805,13.924,0.000,0.000,0.000,0.000,1,1,,
13239,1 ,1,13,1,41.805,14.046,0.000,0.000,0.000,0.000,1,1,,
13241,1 ,1,13,1,47.418,26.554,0.000,0.000,0.000,0.000,1,1,,
13242,1 ,1,13,1,47.418,19.615,0.000,0.000,0.000,0.000,1,1,,
13245,1 ,1,13,1,69.120,12.240,0.000,0.000,0.000,0.000,1,1,,
13251,1 ,1,13,1,69.120,6.326,0.000,0.000,0.000,0.000,1,1,,
13258,1 ,1,13,1,60.569,4.397,0.000,0.000,0.000,0.000,1,1,,
13262,1 ,1,13,1,60.569,26.646,0.000,0.000,0.000,0.000,1,1,,
13262,2 ,1,13,1,45.667,17.898,0.000,0.000,0.000,0.000,1,1,,
13266,1 ,1,13,1,50.384,14.326,0.000,0.000,0.000,0.000,1,1,,
13267,1 ,1,13,1,50.384,18.513,0.000,0.000,0.000,0.000,1,1,,
13268,1 ,1,13,1,29.527,15.759,0.000,0.000,0.000,0.000,1,1,,
13269,1 ,1,13,1,14.936,2.321,0.000,0.000,0.000,0.000,1,1,,
13269,2 ,1,13,1,0.000,0.000,0.000,0.000,0.000,0.000,1,1,,
13271,1 ,1,13,1,31.204,2.587,0.000,0.000,0.000,0.000,1,1,,
13275,1 ,1,13,1,40.712,11.502,0.000,0.000,0.000,0.000,1,1,,
13277,1 ,1,13,1,44.627,12.732,0.000,0.000,0.000,0.000,1,1,,
13278,1 ,1,13,1,37.326,3.204,0.000,0.000,0.000,0.000,1,1,,
13282,1 ,1,13,1,37.326,20.221,0.000,0.000,0.000,0.000,1,1,,
13282,2 ,1,13,1,9.379,1.228,0.000,0.000,0.000,0.000,1,1,,
13285,1 ,1,13,1,13.296,2.784,0.000,0.000,0.000,0.000,1,1,,
13286,1 ,1,13,1,24.334,8.211,0.000,0.000,0.000,0.000,1,1,,
13287,1 ,1,13,1,21.068,7.040,0.000,0.000,0.000,0.000,1,1,,
13287,2 ,1,13,1,2.040,0.148,0.000,0.000,0.000,0.000,1,1,,
13289,1 ,1,13,1,11.367,3.619,0.000,0.000,0.000,0.000,1,1,,
13293,1 ,1,13,1,17.110,1.380,0.000,0.000,0.000,0.000,1,1,,
13294,1 ,1,13,1,15.217,1.978,0.000,0.000,0.000,0.000,1,1,,
13296,1 ,1,13,1,30.155,6.399,0.000,0.000,0.000,0.000,1,1,,
13297,1 ,1,13,1,30.155,6.693,0.000,0.000,0.000,0.000,1,1,,
13299,1 ,1,13,1,29.774,14.131,0.000,0.000,0.000,0.000,1,1,,
13302,1 ,1,13,1,29.774,24.700,0.000,0.000,0.000,0.000,1,1,,
13303,1 ,1,13,1,16.394,0.400,0.000,0.000,0.000,0.000,1,1,,
13306,1 ,1,13,1,29.334,8.508,0.000,0.000,0.000,0.000,1,1,,
13307,1 ,1,13,1,26.586,8.257,0.000,0.000,0.000,0.000,1,1,,
13308,1 ,1,13,1,25.523,5.186,0.000,0.000,0.000,0.000,1,1,,
13309,1 ,1,13,1,25.406,9.893,0.000,0.000,0.000,0.000,1,1,,
13311,1 ,1,13,1,33.313,5.038,0.000,0.000,0.000,0.000,1,1,,
13313,1 ,1,13,1,57.465,10.789,0.000,0.000,0.000,0.000,1,1,,
13313,2 ,1,13,1,6.228,2.974,0.000,0.000,0.000,0.000,1,1,,
13315,1 ,1,13,1,26.682,2.935,0.000,0.000,0.000,0.000,1,1,,
13319,1 ,1,13,1,28.085,16.947,0.000,0.000,0.000,0.000,1,1,,
13324,1 ,1,13,1,26.128,3.386,0.000,0.000,0.000,0.000,1,1,,
13327,1 ,1,13,1,5.173,2.360,0.000,0.000,0.000,0.000,1,1,,
13328,1 ,1,13,1,44.995,30.888,0.000,0.000,0.000,0.000,1,1,,
13329,1 ,1,13,1,15.835,2.778,0.000,0.000,0.000,0.000,1,1,,
