BusNum,Name,BaseKV,Type,Area,Zone,Owner,Vm,Va,Vmax,Vmin,Other1,Other2
11036,CAMPOBELLO 1,69.0000,1,11,1,1,1.03481472,-13.824064,1.10000,0.90000,1.10000,0.90000
11037,CHESNEE 1 1 ,69.0000,1,11,1,1,1.03905714,-15.210532,1.10000,0.90000,1.10000,0.90000
11038,CHESNEE 1 2 ,69.0000,1,11,1,1,1.03880763,-15.231419,1.10000,0.90000,1.10000,0.90000
11039,CLINTON 12 1,138.0000,1,11,1,1,1.01854134,-8.682270,1.10000,0.90000,1.10000,0.90000
11040,COWPENS 1   ,69.0000,1,11,1,1,1.03751135,-14.283701,1.10000,0.90000,1.10000,0.90000
11041,DUNCAN 1    ,69.0000,1,11,1,1,1.02366912,-12.556418,1.10000,0.90000,1.10000,0.90000
11042,DUNCAN 2    ,69.0000,1,11,1,1,1.02357173,-12.573191,1.10000,0.90000,1.10000,0.90000
11043,ENOREE 1    ,69.0000,1,11,1,1,1.00551200,-13.237640,1.10000,0.90000,1.10000,0.90000
11044,ENOREE 2    ,69.0000,1,11,1,1,1.00558376,-13.228214,1.10000,0.90000,1.10000,0.90000
11045,ENOREE 4    ,69.0000,1,11,1,1,1.00544667,-13.246255,1.10000,0.90000,1.10000,0.90000
11046,ENOREE 6    ,69.0000,1,11,1,1,1.00551200,-13.237640,1.10000,0.90000,1.10000,0.90000
11047,GAFFNEY 1 1 ,138.0000,1,11,1,1,1.03793895,-12.600108,1.10000,0.90000,1.10000,0.90000
11048,GAFFNEY 1 2 ,69.0000,1,11,1,1,1.04490292,-13.593320,1.10000,0.90000,1.10000,0.90000
11049,GAFFNEY 1 3 ,138.0000,1,11,1,1,1.03811216,-12.596338,1.10000,0.90000,1.10000,0.90000
11050,GAFFNEY 2 1 ,69.0000,1,11,1,1,1.04046750,-13.468112,1.10000,0.90000,1.10000,0.90000
11051,GAFFNEY 2 2 ,69.0000,1,11,1,1,1.04019523,-13.494726,1.10000,0.90000,1.10000,0.90000
11052,INMAN 1 1   ,138.0000,1,11,1,1,1.01482916,-10.468931,1.10000,0.90000,1.10000,0.90000
11053,INMAN 2 1   ,138.0000,1,11,1,1,1.00869942,-10.456000,1.10000,0.90000,1.10000,0.90000
11054,INMAN 2 2   ,69.0000,1,11,1,1,1.02690315,-12.323657,1.10000,0.90000,1.10000,0.90000
11055,INMAN 2 3   ,138.0000,1,11,1,1,1.00840950,-10.475969,1.10000,0.90000,1.10000,0.90000
11056,JONESVILLE~7,69.0000,1,11,1,1,1.00830400,-14.149603,1.10000,0.90000,1.10000,0.90000
11057,LANDRUM 1   ,69.0000,1,11,1,1,1.03338587,-13.898879,1.10000,0.90000,1.10000,0.90000
11058,LANDRUM 2   ,69.0000,1,11,1,1,1.03331995,-13.910680,1.10000,0.90000,1.10000,0.90000
11059,LANDRUM 4   ,69.0000,1,11,1,1,1.03314853,-13.881773,1.10000,0.90000,1.10000,0.90000
11060,LANDRUM 6   ,69.0000,1,11,1,1,1.03338587,-13.898879,1.10000,0.90000,1.10000,0.90000
11061,LAURENS 1   ,345.0000,1,11,1,1,1.03151762,-3.917975,1.10000,0.90000,1.10000,0.90000
11062,LAURENS 2   ,138.0000,1,11,1,1,1.02893758,-6.263105,1.10000,0.90000,1.10000,0.90000
11063,LAURENS 3   ,69.0000,1,11,1,1,1.02418232,-9.471307,1.10000,0.90000,1.10000,0.90000
11064,LAURENS 4   ,345.0000,1,11,1,1,1.03121209,-3.950598,1.10000,0.90000,1.10000,0.90000
11065,LAURENS 6   ,138.0000,1,11,1,1,1.02868378,-6.328298,1.10000,0.90000,1.10000,0.90000
11066,LYMAN 1     ,69.0000,1,11,1,1,1.02546144,-12.658065,1.10000,0.90000,1.10000,0.90000
11067,LYMAN 2     ,69.0000,1,11,1,1,1.02528071,-12.672889,1.10000,0.90000,1.10000,0.90000
11068,MOORE 1     ,69.0000,1,11,1,1,1.02314663,-12.480826,1.10000,0.90000,1.10000,0.90000
11069,MOORE 2     ,69.0000,1,11,1,1,1.02335823,-12.460813,1.10000,0.90000,1.10000,0.90000
11070,PACOLET 1 1 ,69.0000,1,11,1,1,1.00770020,-14.423000,1.10000,0.90000,1.10000,0.90000
11071,PACOLET 1 2 ,69.0000,1,11,1,1,1.00763643,-14.429350,1.10000,0.90000,1.10000,0.90000
11072,ROEBUCK 1   ,69.0000,1,11,1,1,1.01732552,-11.004878,1.10000,0.90000,1.10000,0.90000
11073,ROEBUCK 2   ,69.0000,1,11,1,1,1.01738954,-10.993878,1.10000,0.90000,1.10000,0.90000
11074,UNION 4 1   ,138.0000,1,11,1,1,1.02413750,-13.366685,1.10000,0.90000,1.10000,0.90000
11075,UNION 4 2   ,138.0000,1,11,1,1,1.02375579,-13.399411,1.10000,0.90000,1.10000,0.90000
11076,WELLFORD 1 1,69.0000,1,11,1,1,1.02424443,-12.231395,1.10000,0.90000,1.10000,0.90000
11077,WELLFORD 1 2,69.0000,1,11,1,1,1.02417457,-12.242310,1.10000,0.90000,1.10000,0.90000
11078,WOODRUFF 1  ,138.0000,1,11,1,1,1.00908136,-9.048095,1.10000,0.90000,1.10000,0.90000
11079,WOODRUFF 2  ,69.0000,1,11,1,1,1.03186035,-10.295963,1.10000,0.90000,1.10000,0.90000
11080,WOODRUFF 3  ,138.0000,1,11,1,1,1.00884891,-9.073809,1.10000,0.90000,1.10000,0.90000
11081,WOODRUFF 5  ,138.0000,1,11,1,1,1.00948954,-9.015463,1.10000,0.90000,1.10000,0.90000
11082,GREENVILL~16,69.0000,1,11,1,1,1.02520907,-9.286611,1.10000,0.90000,1.10000,0.90000
11083,GREENVILL~17,69.0000,1,11,1,1,1.02510226,-9.302867,1.10000,0.90000,1.10000,0.90000
11084,GREENVILL~18,69.0000,1,11,1,1,1.01291227,-10.069910,1.10000,0.90000,1.10000,0.90000
11085,GREENVILL~19,138.0000,1,11,1,1,1.02941048,-5.127268,1.10000,0.90000,1.10000,0.90000
11086,GREENVILL~20,69.0000,1,11,1,1,1.02209151,-9.224121,1.10000,0.90000,1.10000,0.90000
11087,GREENVILL~21,13.8000,1,11,1,1,1.02639818,-6.481475,1.10000,0.90000,1.10000,0.90000
11089,GREENVILL~23,138.0000,1,11,1,1,1.02959621,-5.098051,1.10000,0.90000,1.10000,0.90000
11090,GREENVILL~24,69.0000,1,11,1,1,1.01633143,-9.704515,1.10000,0.90000,1.10000,0.90000
11091,GREENVILL~25,345.0000,1,11,1,1,1.03544581,-1.930720,1.10000,0.90000,1.10000,0.90000
11092,GREENVILL~26,138.0000,1,11,1,1,1.03775978,-4.701881,1.10000,0.90000,1.10000,0.90000
11093,GREENVILL~27,69.0000,1,11,1,1,1.03729916,-8.456433,1.10000,0.90000,1.10000,0.90000
11094,GREENVILL~28,138.0000,1,11,1,1,1.03734970,-4.728575,1.10000,0.90000,1.10000,0.90000
11095,GREENVILL~30,69.0000,1,11,1,1,1.02222979,-9.359256,1.10000,0.90000,1.10000,0.90000
11096,GREENVILL~31,69.0000,1,11,1,1,1.02066123,-9.083574,1.10000,0.90000,1.10000,0.90000
11097,GREENVILL~32,69.0000,1,11,1,1,1.02309871,-9.018442,1.10000,0.90000,1.10000,0.90000
11098,GREENVILL~33,69.0000,1,11,1,1,1.02537215,-9.005456,1.10000,0.90000,1.10000,0.90000
11099,GREENVILL~34,69.0000,1,11,1,1,1.02510571,-9.027454,1.10000,0.90000,1.10000,0.90000
11100,GREENVILL~35,69.0000,1,11,1,1,1.02266145,-10.217787,1.10000,0.90000,1.10000,0.90000
11101,GREENVILL~36,138.0000,1,11,1,1,1.03463268,-5.182850,1.10000,0.90000,1.10000,0.90000
11102,GREENVILL~37,138.0000,1,11,1,1,1.03442442,-5.206844,1.10000,0.90000,1.10000,0.90000
11103,GREENVILL~38,138.0000,1,11,1,1,1.02716506,-4.486755,1.10000,0.90000,1.10000,0.90000
11104,GREENVILL~39,69.0000,1,11,1,1,1.03284073,-8.057081,1.10000,0.90000,1.10000,0.90000
11105,GREENVILL~40,138.0000,1,11,1,1,1.02699625,-4.505236,1.10000,0.90000,1.10000,0.90000
11106,GREENVILL~41,138.0000,1,11,1,1,1.02764571,-4.449357,1.10000,0.90000,1.10000,0.90000
11107,GREENVILL~42,138.0000,1,11,1,1,1.02713394,-4.490484,1.10000,0.90000,1.10000,0.90000
11108,GREENVILL~43,69.0000,1,11,1,1,1.02185071,-9.297446,1.10000,0.90000,1.10000,0.90000
11109,ABBEVILLE ~1,138.0000,1,11,1,1,1.01933181,-3.431199,1.10000,0.90000,1.10000,0.90000
11110,ANDERSON 1 1,138.0000,1,11,1,1,1.02543926,-2.767241,1.10000,0.90000,1.10000,0.90000
11111,ANDERSON 1 2,69.0000,1,11,1,1,1.03397489,-5.377527,1.10000,0.90000,1.10000,0.90000
11112,ANDERSON 1 3,138.0000,1,11,1,1,1.02600491,-2.718572,1.10000,0.90000,1.10000,0.90000
11113,ANDERSON 2 1,138.0000,1,11,1,1,1.02448678,-3.303329,1.10000,0.90000,1.10000,0.90000
11114,ANDERSON 2 2,69.0000,1,11,1,1,1.03266335,-4.667521,1.10000,0.90000,1.10000,0.90000
11115,ANDERSON 2 3,138.0000,1,11,1,1,1.02433157,-3.330654,1.10000,0.90000,1.10000,0.90000
11116,ANDERSON 2 5,138.0000,1,11,1,1,1.02475715,-3.266290,1.10000,0.90000,1.10000,0.90000
11117,ANDERSON 3 1,138.0000,1,11,1,1,1.02508199,-1.498984,1.10000,0.90000,1.10000,0.90000
11118,ANDERSON 4 1,138.0000,1,11,1,1,1.02823961,-0.803895,1.10000,0.90000,1.10000,0.90000
11119,ANDERSON 4 2,138.0000,1,11,1,1,1.02780914,-0.824205,1.10000,0.90000,1.10000,0.90000
11120,ANDERSON 5 1,69.0000,1,11,1,1,1.00997925,-6.139776,1.10000,0.90000,1.10000,0.90000
11121,ANDERSON 6 1,69.0000,1,11,1,1,1.02369654,-3.982779,1.10000,0.90000,1.10000,0.90000
11122,ANDERSON 6 2,69.0000,1,11,1,1,1.02358294,-4.001771,1.10000,0.90000,1.10000,0.90000
11123,ANDERSON 6 4,69.0000,1,11,1,1,1.02382720,-3.962558,1.10000,0.90000,1.10000,0.90000
11124,BELTON 1    ,69.0000,1,11,1,1,1.02997279,-5.725178,1.10000,0.90000,1.10000,0.90000
11125,BELTON 2    ,69.0000,1,11,1,1,1.02977049,-5.753532,1.10000,0.90000,1.10000,0.90000
11126,CALHOUN FA~1,69.0000,1,11,1,1,1.00975180,-8.133501,1.10000,0.90000,1.10000,0.90000
11127,CALHOUN FA~2,69.0000,1,11,1,1,1.00971329,-8.138145,1.10000,0.90000,1.10000,0.90000
11128,CENTRAL 1   ,69.0000,1,11,1,1,1.00402761,-7.653836,1.10000,0.90000,1.10000,0.90000
11129,CLEMSON 1 1 ,138.0000,1,11,1,1,1.03029776,-2.290464,1.10000,0.90000,1.10000,0.90000
11130,CLEMSON 2 1 ,69.0000,1,11,1,1,1.01085126,-7.184967,1.10000,0.90000,1.10000,0.90000
11131,CLEMSON 2 2 ,69.0000,1,11,1,1,1.01077855,-7.192979,1.10000,0.90000,1.10000,0.90000
11132,DONALDS 1   ,69.0000,1,11,1,1,1.02200651,-5.692109,1.10000,0.90000,1.10000,0.90000
11133,DONALDS 2   ,69.0000,1,11,1,1,1.02196205,-5.696493,1.10000,0.90000,1.10000,0.90000
11134,EASLEY 1 1  ,69.0000,1,11,1,1,1.03026402,-7.079605,1.10000,0.90000,1.10000,0.90000
11135,EASLEY 1 2  ,69.0000,1,11,1,1,1.03043425,-7.056344,1.10000,0.90000,1.10000,0.90000
11136,EASLEY 2 1  ,138.0000,1,11,1,1,1.02998698,-2.794184,1.10000,0.90000,1.10000,0.90000
11137,EASLEY 2 2  ,69.0000,1,11,1,1,1.03261280,-6.686539,1.10000,0.90000,1.10000,0.90000
11138,EASLEY 2 3  ,18.0000,1,11,1,1,1.04240811,-11.450921,1.10000,0.90000,1.10000,0.90000
11140,EASLEY 2 5  ,138.0000,1,11,1,1,1.02985191,-2.815687,1.10000,0.90000,1.10000,0.90000
11141,EASLEY 3 1  ,69.0000,1,11,1,1,1.02052951,-8.705305,1.10000,0.90000,1.10000,0.90000
11142,EASLEY 4 1  ,138.0000,1,11,1,1,1.02746522,-4.095769,1.10000,0.90000,1.10000,0.90000
11143,EASLEY 4 2  ,69.0000,1,11,1,1,1.02629209,-8.108280,1.10000,0.90000,1.10000,0.90000
11144,EASLEY 4 3  ,13.2000,1,11,1,1,1.03346932,-13.876862,1.10000,0.90000,1.10000,0.90000
11146,EASLEY 4 5  ,138.0000,1,11,1,1,1.02776873,-4.051708,1.10000,0.90000,1.10000,0.90000
11147,EASLEY 4 7  ,138.0000,1,11,1,1,1.02726209,-4.119219,1.10000,0.90000,1.10000,0.90000
11148,FAIR PLAY 1 ,69.0000,1,11,1,1,1.00447237,-7.310517,1.10000,0.90000,1.10000,0.90000
11149,FOUNTAIN I~1,138.0000,1,11,1,1,1.02821350,-6.326410,1.10000,0.90000,1.10000,0.90000
11150,GRAY COURT 1,69.0000,1,11,1,1,1.00950396,-11.710131,1.10000,0.90000,1.10000,0.90000
11151,GREENWOOD ~2,138.0000,1,11,1,1,1.01984727,-6.682203,1.10000,0.90000,1.10000,0.90000
11152,GREENWOOD ~3,69.0000,1,11,1,1,1.03193688,-9.450659,1.10000,0.90000,1.10000,0.90000
11153,GREENWOOD ~4,138.0000,1,11,1,1,1.01968932,-6.702810,1.10000,0.90000,1.10000,0.90000
11154,GREENWOOD ~5,69.0000,1,11,1,1,1.02416420,-10.529315,1.10000,0.90000,1.10000,0.90000
11155,GREENWOOD ~6,69.0000,1,11,1,1,1.02406716,-10.550343,1.10000,0.90000,1.10000,0.90000
11156,GREENWOOD ~7,69.0000,1,11,1,1,1.02426732,-10.507986,1.10000,0.90000,1.10000,0.90000
11157,GREENWOOD ~8,69.0000,1,11,1,1,1.02416420,-10.529315,1.10000,0.90000,1.10000,0.90000
11158,GREENWOOD ~9,345.0000,1,11,1,1,1.02980268,-4.810414,1.10000,0.90000,1.10000,0.90000
11159,GREENWOOD~10,138.0000,1,11,1,1,1.03581059,-6.361338,1.10000,0.90000,1.10000,0.90000
11160,GREENWOOD~11,69.0000,1,11,1,1,1.03860068,-7.176923,1.10000,0.90000,1.10000,0.90000
11161,GREENWOOD~12,138.0000,1,11,1,1,1.03560412,-6.385146,1.10000,0.90000,1.10000,0.90000
11162,GREENWOOD~13,138.0000,1,11,1,1,1.02907515,-7.111271,1.10000,0.90000,1.10000,0.90000
11163,GREENWOOD~14,69.0000,1,11,1,1,1.03395474,-7.043061,1.10000,0.90000,1.10000,0.90000
11164,GREENWOOD~15,138.0000,1,11,1,1,1.02894795,-7.130055,1.10000,0.90000,1.10000,0.90000
11165,GREER 1 1   ,69.0000,1,11,1,1,1.02536571,-10.618232,1.10000,0.90000,1.10000,0.90000
11166,GREER 1 2   ,69.0000,1,11,1,1,1.02508581,-10.639884,1.10000,0.90000,1.10000,0.90000
11167,GREER 1 4   ,69.0000,1,11,1,1,1.02566171,-10.594993,1.10000,0.90000,1.10000,0.90000
11168,GREER 2 1   ,138.0000,1,11,1,1,1.02610636,-7.120440,1.10000,0.90000,1.10000,0.90000
11169,GREER 2 2   ,69.0000,1,11,1,1,1.02717686,-10.248605,1.10000,0.90000,1.10000,0.90000
11170,GREER 2 3   ,20.0000,1,11,1,1,1.02662098,-9.464808,1.10000,0.90000,1.10000,0.90000
11172,GREER 2 5   ,138.0000,1,11,1,1,1.02585542,-7.146226,1.10000,0.90000,1.10000,0.90000
11173,GREER 3 1   ,138.0000,1,11,1,1,1.02535677,-6.632488,1.10000,0.90000,1.10000,0.90000
11174,GREER 4 1   ,345.0000,1,11,1,1,1.02716696,-4.020876,1.10000,0.90000,1.10000,0.90000
11175,GREER 4 2   ,138.0000,1,11,1,1,1.03396189,-5.642387,1.10000,0.90000,1.10000,0.90000
11176,GREER 4 3   ,69.0000,1,11,1,1,1.03847146,-8.520679,1.10000,0.90000,1.10000,0.90000
11177,GREER 4 4   ,345.0000,1,11,1,1,1.02701664,-4.052268,1.10000,0.90000,1.10000,0.90000
11178,GREER 4 6   ,345.0000,1,11,1,1,1.03133655,-3.552231,1.10000,0.90000,1.10000,0.90000
11179,HODGES 1    ,69.0000,1,11,1,1,1.03306448,-7.475646,1.10000,0.90000,1.10000,0.90000
11180,HONEA PATH~1,138.0000,1,11,1,1,1.02930987,-3.060431,1.10000,0.90000,1.10000,0.90000
11181,HONEA PATH~2,138.0000,1,11,1,1,1.02942693,-3.041844,1.10000,0.90000,1.10000,0.90000
11182,HONEA PATH~3,138.0000,1,11,1,1,1.02930987,-3.060431,1.10000,0.90000,1.10000,0.90000
11183,IVA 1 1     ,69.0000,1,11,1,1,1.01820016,-4.343318,1.10000,0.90000,1.10000,0.90000
11184,IVA 1 2     ,69.0000,1,11,1,1,1.01836598,-4.333311,1.10000,0.90000,1.10000,0.90000
11185,LIBERTY 3 1 ,69.0000,1,11,1,1,1.00754631,-6.978561,1.10000,0.90000,1.10000,0.90000
11186,LIBERTY 3 2 ,69.0000,1,11,1,1,1.00735795,-7.003657,1.10000,0.90000,1.10000,0.90000
11187,MARIETTA 3 1,69.0000,1,11,1,1,1.02802491,-8.778033,1.10000,0.90000,1.10000,0.90000
11188,MARIETTA 3 2,69.0000,1,11,1,1,1.02787912,-8.787501,1.10000,0.90000,1.10000,0.90000
11189,MAULDIN 1   ,69.0000,1,11,1,1,1.01416075,-10.359713,1.10000,0.90000,1.10000,0.90000
11190,MAULDIN 2   ,69.0000,1,11,1,1,1.01437616,-10.335523,1.10000,0.90000,1.10000,0.90000
11191,NINETY SIX 1,138.0000,1,11,1,1,1.03092611,-7.017031,1.10000,0.90000,1.10000,0.90000
11192,NINETY SIX 2,138.0000,1,11,1,1,1.03081763,-7.029420,1.10000,0.90000,1.10000,0.90000
11193,PELZER 1 1  ,69.0000,1,11,1,1,1.02483702,-7.340387,1.10000,0.90000,1.10000,0.90000
11194,PELZER 1 2  ,69.0000,1,11,1,1,1.02462828,-7.358440,1.10000,0.90000,1.10000,0.90000
11195,PENDLETON 1 ,69.0000,1,11,1,1,1.00557876,-7.283327,1.10000,0.90000,1.10000,0.90000
11196,PENDLETON 2 ,69.0000,1,11,1,1,1.00545490,-7.297824,1.10000,0.90000,1.10000,0.90000
11197,PENDLETON 4 ,69.0000,1,11,1,1,1.00570416,-7.270342,1.10000,0.90000,1.10000,0.90000
11198,PICKENS 1   ,138.0000,1,11,1,1,1.03098774,-0.871248,1.10000,0.90000,1.10000,0.90000
11199,PICKENS 2   ,69.0000,1,11,1,1,1.01266706,-6.499212,1.10000,0.90000,1.10000,0.90000
11200,PICKENS 3   ,18.0000,1,11,1,1,1.00396442,-14.304054,1.10000,0.90000,1.10000,0.90000
11202,PICKENS 5   ,138.0000,1,11,1,1,1.03076971,-0.899075,1.10000,0.90000,1.10000,0.90000
11203,SENECA 2 1  ,138.0000,1,11,1,1,1.02629364,-2.396693,1.10000,0.90000,1.10000,0.90000
11204,SENECA 2 2  ,138.0000,1,11,1,1,1.02612019,-2.413604,1.10000,0.90000,1.10000,0.90000
11205,PIEDMONT 1 1,69.0000,1,11,1,1,1.02644527,-8.298821,1.10000,0.90000,1.10000,0.90000
11206,PIEDMONT 1 2,69.0000,1,11,1,1,1.02630377,-8.317766,1.10000,0.90000,1.10000,0.90000
11207,PIEDMONT 2 1,69.0000,1,11,1,1,1.02788246,-8.147401,1.10000,0.90000,1.10000,0.90000
11208,PIEDMONT 2 2,69.0000,1,11,1,1,1.02776361,-8.164829,1.10000,0.90000,1.10000,0.90000
11209,SALEM 13 1  ,69.0000,1,11,1,1,0.99988788,-9.098385,1.10000,0.90000,1.10000,0.90000
11210,SENECA 3 1  ,138.0000,1,11,1,1,1.02561378,-2.317388,1.10000,0.90000,1.10000,0.90000
11211,SIMPSONVIL~1,69.0000,1,11,1,1,1.00741982,-10.643755,1.10000,0.90000,1.10000,0.90000
11212,SIMPSONVIL~2,69.0000,1,11,1,1,1.00717652,-10.662870,1.10000,0.90000,1.10000,0.90000
11213,SIMPSONVIL~3,69.0000,1,11,1,1,1.00763440,-10.624857,1.10000,0.90000,1.10000,0.90000
11214,SIMPSONVIL~4,69.0000,1,11,1,1,1.01105344,-10.379621,1.10000,0.90000,1.10000,0.90000
11215,SIMPSONVIL~5,69.0000,1,11,1,1,1.01077735,-10.397579,1.10000,0.90000,1.10000,0.90000
11216,SIMPSONVIL~6,138.0000,1,11,1,1,1.01496899,-7.395057,1.10000,0.90000,1.10000,0.90000
11217,SIMPSONVIL~7,138.0000,1,11,1,1,1.01468027,-7.429094,1.10000,0.90000,1.10000,0.90000
11218,SIMPSONVIL~8,138.0000,1,11,1,1,1.01530015,-7.355835,1.10000,0.90000,1.10000,0.90000
11219,SIMPSONVIL~9,138.0000,1,11,1,1,1.02571344,-6.111112,1.10000,0.90000,1.10000,0.90000
11220,SIMPSONVI~10,138.0000,1,11,1,1,1.02538991,-6.148895,1.10000,0.90000,1.10000,0.90000
11221,SIX MILE 1  ,69.0000,1,11,1,1,1.00489819,-7.939212,1.10000,0.90000,1.10000,0.90000
11222,SIX MILE 2  ,69.0000,1,11,1,1,1.00494623,-7.933168,1.10000,0.90000,1.10000,0.90000
11223,STARR 1 1   ,69.0000,1,11,1,1,1.02852643,-2.722558,1.10000,0.90000,1.10000,0.90000
11224,STARR 1 2   ,69.0000,1,11,1,1,1.02857590,-2.715508,1.10000,0.90000,1.10000,0.90000
11225,TAYLORS 1 1 ,69.0000,1,11,1,1,1.01154113,-9.981169,1.10000,0.90000,1.10000,0.90000
11226,TAYLORS 2 1 ,69.0000,1,11,1,1,1.01033580,-10.491270,1.10000,0.90000,1.10000,0.90000
11227,TRAVELERS ~1,138.0000,1,11,1,1,1.01369643,-6.598160,1.10000,0.90000,1.10000,0.90000
11228,TRAVELERS ~2,69.0000,1,11,1,1,1.01631963,-9.644865,1.10000,0.90000,1.10000,0.90000
11229,TRAVELERS ~3,13.8000,1,11,1,1,1.02453661,-13.775525,1.10000,0.90000,1.10000,0.90000
11231,TRAVELERS ~5,138.0000,1,11,1,1,1.01345921,-6.628463,1.10000,0.90000,1.10000,0.90000
11232,TRAVELERS ~6,138.0000,1,11,1,1,1.01400173,-6.542981,1.10000,0.90000,1.10000,0.90000
11233,WALHALLA 1  ,69.0000,1,11,1,1,1.05021632,-9.658413,1.10000,0.90000,1.10000,0.90000
11234,WARE SHOAL~1,69.0000,1,11,1,1,1.03038931,-7.343924,1.10000,0.90000,1.10000,0.90000
11235,WESTMINST~27,138.0000,1,11,1,1,1.02385497,-4.176527,1.10000,0.90000,1.10000,0.90000
11236,WESTMINST~28,69.0000,1,11,1,1,1.02994514,-7.305067,1.10000,0.90000,1.10000,0.90000
11237,WESTMINST~29,138.0000,1,11,1,1,1.02390325,-4.133419,1.10000,0.90000,1.10000,0.90000
11238,WEST UNION~1,69.0000,1,11,1,1,1.01135135,-7.066078,1.10000,0.90000,1.10000,0.90000
11239,WILLIAMST~13,69.0000,1,11,1,1,1.02047658,-8.856230,1.10000,0.90000,1.10000,0.90000
11240,WILLIAMST~14,69.0000,1,11,1,1,1.02062273,-8.836477,1.10000,0.90000,1.10000,0.90000
11241,WILLIAMST~15,69.0000,1,11,1,1,1.02047658,-8.856230,1.10000,0.90000,1.10000,0.90000
11242,BLACKSBUR~13,69.0000,1,11,1,1,1.04102635,-15.569076,1.10000,0.90000,1.10000,0.90000
11243,BLACKSBUR~14,69.0000,1,11,1,1,1.04091120,-15.582291,1.10000,0.90000,1.10000,0.90000
11244,CATAWBA 2 1 ,69.0000,1,11,1,1,1.03018665,-20.181971,1.10000,0.90000,1.10000,0.90000
