BusNum,Name,BaseKV,Type,Area,Zone,Owner,Vm,Va,Vmax,Vmin,Other1,Other2
110023,EL CAMPO 1 3,22.0000,1,7,1,1,1.02517498,-6.828780,1.10000,0.90000,1.10000,0.90000
110024,EL CAMPO 1 4,1.0000,1,7,1,1,1.02517498,-6.828780,1.10000,0.90000,1.10000,0.90000
110025,EL CAMPO 2 1,138.0000,1,7,1,1,1.02607453,-6.831657,1.10000,0.90000,1.10000,0.90000
110026,EL CAMPO 2 2,13.8000,1,7,1,1,1.02607453,-6.831657,1.10000,0.90000,1.10000,0.90000
110027,EL CAMPO 2 3,13.8000,1,7,1,1,1.02607453,-6.831657,1.10000,0.90000,1.10000,0.90000
110028,EL CAMPO 2 4,1.0000,1,7,1,1,1.02607453,-6.831657,1.10000,0.90000,1.10000,0.90000
110029,WHARTON 1 1 ,138.0000,1,7,1,1,1.02791679,-8.722837,1.10000,0.90000,1.10000,0.90000
110030,WHARTON 1 2 ,13.8000,1,7,1,1,1.02791679,-8.722837,1.10000,0.90000,1.10000,0.90000
110031,WHARTON 1 3 ,13.8000,1,7,1,1,1.02791679,-8.722837,1.10000,0.90000,1.10000,0.90000
110032,WHARTON 1 4 ,1.0000,1,7,1,1,1.02791679,-8.722837,1.10000,0.90000,1.10000,0.90000
110033,CEDAR LANE~1,138.0000,1,7,1,1,1.01648450,-10.439684,1.10000,0.90000,1.10000,0.90000
110034,CEDAR LANE~2,13.8000,1,7,1,1,1.01648450,-10.439684,1.10000,0.90000,1.10000,0.90000
110035,CEDAR LANE~3,13.8000,1,7,1,1,1.01648450,-10.439684,1.10000,0.90000,1.10000,0.90000
110036,CEDAR LANE~4,1.0000,1,7,1,1,1.01648450,-10.439684,1.10000,0.90000,1.10000,0.90000
110037,NADA 1 1    ,138.0000,1,7,1,1,1.03246498,-7.927104,1.10000,0.90000,1.10000,0.90000
110038,NADA 1 2    ,13.8000,1,7,1,1,1.03246498,-7.927104,1.10000,0.90000,1.10000,0.90000
110039,NADA 1 3    ,13.8000,1,7,1,1,1.03246498,-7.927104,1.10000,0.90000,1.10000,0.90000
110040,NADA 1 4    ,1.0000,1,7,1,1,1.03246498,-7.927104,1.10000,0.90000,1.10000,0.90000
110041,EGYPT 1 1   ,138.0000,1,7,1,1,1.03060114,-5.898393,1.10000,0.90000,1.10000,0.90000
110042,EGYPT 1 2   ,24.0000,1,7,1,1,1.03060114,-5.898393,1.10000,0.90000,1.10000,0.90000
110043,EGYPT 1 3   ,24.0000,1,7,1,1,1.03060114,-5.898393,1.10000,0.90000,1.10000,0.90000
110044,EGYPT 1 4   ,1.0000,1,7,1,1,1.03060114,-5.898393,1.10000,0.90000,1.10000,0.90000
110045,LOUISE 1 1  ,138.0000,1,7,1,1,1.02872980,-8.189099,1.10000,0.90000,1.10000,0.90000
110046,LOUISE 1 2  ,13.8000,1,7,1,1,1.02872980,-8.189099,1.10000,0.90000,1.10000,0.90000
110047,LOUISE 1 3  ,13.8000,1,7,1,1,1.02872980,-8.189099,1.10000,0.90000,1.10000,0.90000
110048,LOUISE 1 4  ,1.0000,1,7,1,1,1.02872980,-8.189099,1.10000,0.90000,1.10000,0.90000
110049,GANADO 1 1  ,138.0000,1,7,1,1,1.02467930,-5.885151,1.10000,0.90000,1.10000,0.90000
110050,GANADO 1 2  ,18.0000,1,7,1,1,1.02467930,-5.885151,1.10000,0.90000,1.10000,0.90000
110051,GANADO 1 3  ,18.0000,1,7,1,1,1.02467930,-5.885151,1.10000,0.90000,1.10000,0.90000
110052,GANADO 1 4  ,1.0000,1,7,1,1,1.02467930,-5.885151,1.10000,0.90000,1.10000,0.90000
110053,LOUISE 2 1  ,138.0000,1,7,1,1,1.02613592,-6.415464,1.10000,0.90000,1.10000,0.90000
110054,LOUISE 2 2  ,13.8000,1,7,1,1,1.02613592,-6.415464,1.10000,0.90000,1.10000,0.90000
110055,LOUISE 2 3  ,13.8000,1,7,1,1,1.02613592,-6.415464,1.10000,0.90000,1.10000,0.90000
110056,LOUISE 2 4  ,1.0000,1,7,1,1,1.02613592,-6.415464,1.10000,0.90000,1.10000,0.90000
110057,LOUISE 3 1  ,138.0000,1,7,1,1,1.02738690,-7.223057,1.10000,0.90000,1.10000,0.90000
110058,LOUISE 3 2  ,24.0000,1,7,1,1,1.02738690,-7.223057,1.10000,0.90000,1.10000,0.90000
110059,LOUISE 3 3  ,24.0000,1,7,1,1,1.02738690,-7.223057,1.10000,0.90000,1.10000,0.90000
110060,LOUISE 3 4  ,1.0000,1,7,1,1,1.02738690,-7.223057,1.10000,0.90000,1.10000,0.90000
110061,NADA 2 1    ,138.0000,1,7,1,1,1.02771294,-6.530545,1.10000,0.90000,1.10000,0.90000
110062,NADA 2 2    ,18.0000,1,7,1,1,1.02771294,-6.530545,1.10000,0.90000,1.10000,0.90000
110063,NADA 2 3    ,18.0000,1,7,1,1,1.02771294,-6.530545,1.10000,0.90000,1.10000,0.90000
110064,NADA 2 4    ,1.0000,1,7,1,1,1.02771294,-6.530545,1.10000,0.90000,1.10000,0.90000
110065,KENDLETON ~1,138.0000,1,7,1,1,1.02309036,-12.108721,1.10000,0.90000,1.10000,0.90000
110066,KENDLETON ~2,24.0000,1,7,1,1,1.02309036,-12.108721,1.10000,0.90000,1.10000,0.90000
110067,KENDLETON ~3,24.0000,1,7,1,1,1.02309036,-12.108721,1.10000,0.90000,1.10000,0.90000
110068,KENDLETON ~4,1.0000,1,7,1,1,1.02309036,-12.108721,1.10000,0.90000,1.10000,0.90000
110069,PLEDGER 1 1 ,138.0000,1,7,1,1,1.02180600,-9.693303,1.10000,0.90000,1.10000,0.90000
110070,PLEDGER 1 2 ,13.8000,1,7,1,1,1.02180600,-9.693303,1.10000,0.90000,1.10000,0.90000
110071,PLEDGER 1 3 ,13.8000,1,7,1,1,1.02180600,-9.693303,1.10000,0.90000,1.10000,0.90000
110072,PLEDGER 1 4 ,1.0000,1,7,1,1,1.02180600,-9.693303,1.10000,0.90000,1.10000,0.90000
110073,DANEVANG 1 1,138.0000,1,7,1,1,1.02559710,-7.171018,1.10000,0.90000,1.10000,0.90000
110074,DANEVANG 1 2,13.8000,1,7,1,1,1.02559710,-7.171018,1.10000,0.90000,1.10000,0.90000
110075,DANEVANG 1 3,13.8000,1,7,1,1,1.02559710,-7.171018,1.10000,0.90000,1.10000,0.90000
110076,DANEVANG 1 4,1.0000,1,7,1,1,1.02559710,-7.171018,1.10000,0.90000,1.10000,0.90000
110077,DANEVANG 2 1,138.0000,1,7,1,1,1.02176428,-8.017345,1.10000,0.90000,1.10000,0.90000
110078,DANEVANG 2 2,18.0000,1,7,1,1,1.02176428,-8.017345,1.10000,0.90000,1.10000,0.90000
110079,DANEVANG 2 3,18.0000,1,7,1,1,1.02176428,-8.017345,1.10000,0.90000,1.10000,0.90000
110080,DANEVANG 2 4,1.0000,1,7,1,1,1.02176428,-8.017345,1.10000,0.90000,1.10000,0.90000
110081,ELMATON 1 1 ,138.0000,1,7,1,1,1.01461339,-4.139481,1.10000,0.90000,1.10000,0.90000
110082,ELMATON 1 2 ,24.0000,1,7,1,1,1.01461339,-4.139481,1.10000,0.90000,1.10000,0.90000
110083,ELMATON 1 3 ,24.0000,1,7,1,1,1.01461339,-4.139481,1.10000,0.90000,1.10000,0.90000
110084,ELMATON 1 4 ,1.0000,1,7,1,1,1.01461339,-4.139481,1.10000,0.90000,1.10000,0.90000
110085,BAY CITY 1 1,138.0000,1,7,1,1,1.02838576,-9.319996,1.10000,0.90000,1.10000,0.90000
110086,BAY CITY 1 2,18.0000,1,7,1,1,1.02838576,-9.319996,1.10000,0.90000,1.10000,0.90000
110087,BAY CITY 1 3,18.0000,1,7,1,1,1.02838576,-9.319996,1.10000,0.90000,1.10000,0.90000
110088,BAY CITY 1 4,1.0000,1,7,1,1,1.02838576,-9.319996,1.10000,0.90000,1.10000,0.90000
110089,PALACIOS 1 1,138.0000,1,7,1,1,1.02393556,-2.364095,1.10000,0.90000,1.10000,0.90000
110090,PALACIOS 1 2,18.0000,1,7,1,1,1.02393556,-2.364095,1.10000,0.90000,1.10000,0.90000
110091,PALACIOS 1 3,18.0000,1,7,1,1,1.02393556,-2.364095,1.10000,0.90000,1.10000,0.90000
110092,PALACIOS 1 4,1.0000,1,7,1,1,1.02393556,-2.364095,1.10000,0.90000,1.10000,0.90000
110093,MIDFIELD 1 1,138.0000,1,7,1,1,1.00953507,-3.536299,1.10000,0.90000,1.10000,0.90000
110094,MIDFIELD 1 2,13.8000,1,7,1,1,0.96505755,-6.973773,1.10000,0.90000,1.10000,0.90000
110095,MIDFIELD 1 3,13.8000,1,7,1,1,0.96505755,-6.973773,1.10000,0.90000,1.10000,0.90000
110096,MIDFIELD 1 4,1.0000,1,7,1,1,0.96505755,-6.973773,1.10000,0.90000,1.10000,0.90000
110097,ELMATON 2 1 ,138.0000,1,7,1,1,1.01812994,-4.531549,1.10000,0.90000,1.10000,0.90000
110098,ELMATON 2 2 ,13.8000,1,7,1,1,1.01812994,-4.531549,1.10000,0.90000,1.10000,0.90000
110099,ELMATON 2 3 ,13.8000,1,7,1,1,1.01812994,-4.531549,1.10000,0.90000,1.10000,0.90000
110100,ELMATON 2 4 ,1.0000,1,7,1,1,1.01812994,-4.531549,1.10000,0.90000,1.10000,0.90000
110101,PALACIOS 2 1,138.0000,1,7,1,1,1.03372312,-1.639254,1.10000,0.90000,1.10000,0.90000
110102,PALACIOS 2 2,13.8000,1,7,1,1,1.03372312,-1.639254,1.10000,0.90000,1.10000,0.90000
110103,PALACIOS 2 3,13.8000,1,7,1,1,1.03372312,-1.639254,1.10000,0.90000,1.10000,0.90000
110104,PALACIOS 2 4,1.0000,1,7,1,1,1.03372312,-1.639254,1.10000,0.90000,1.10000,0.90000
110105,MATAGORDA ~5,138.0000,1,7,1,1,1.02797258,-3.325632,1.10000,0.90000,1.10000,0.90000
110106,MATAGORDA ~6,18.0000,1,7,1,1,1.02797258,-3.325632,1.10000,0.90000,1.10000,0.90000
110107,MATAGORDA ~7,18.0000,1,7,1,1,1.02797258,-3.325632,1.10000,0.90000,1.10000,0.90000
110108,MATAGORDA ~8,1.0000,1,7,1,1,1.02797258,-3.325632,1.10000,0.90000,1.10000,0.90000
110109,SWEENY 1 1  ,138.0000,1,7,1,1,1.03567529,-10.632944,1.10000,0.90000,1.10000,0.90000
110110,SWEENY 1 2  ,13.8000,1,7,1,1,1.03567529,-10.632944,1.10000,0.90000,1.10000,0.90000
110111,SWEENY 1 3  ,13.8000,1,7,1,1,1.03567529,-10.632944,1.10000,0.90000,1.10000,0.90000
110112,SWEENY 1 4  ,1.0000,1,7,1,1,1.03567529,-10.632944,1.10000,0.90000,1.10000,0.90000
110113,EDNA 2 1    ,138.0000,1,7,1,1,1.03619814,-3.692650,1.10000,0.90000,1.10000,0.90000
110114,EDNA 2 2    ,18.0000,1,7,1,1,1.03619814,-3.692650,1.10000,0.90000,1.10000,0.90000
110115,EDNA 2 3    ,18.0000,1,7,1,1,1.03619814,-3.692650,1.10000,0.90000,1.10000,0.90000
110116,EDNA 2 4    ,1.0000,1,7,1,1,1.03619814,-3.692650,1.10000,0.90000,1.10000,0.90000
110117,MARKHAM 1 1 ,138.0000,1,7,1,1,1.01379228,-4.654491,1.10000,0.90000,1.10000,0.90000
110118,ALTAIR 1 1  ,138.0000,1,7,1,1,1.02813983,-8.976583,1.10000,0.90000,1.10000,0.90000
110119,CEDAR LANE~5,138.0000,1,7,1,1,1.01639748,-8.704420,1.10000,0.90000,1.10000,0.90000
110120,BAY CITY 2 1,138.0000,1,7,1,1,1.02475464,-5.868602,1.10000,0.90000,1.10000,0.90000
110121,WADSWORTH ~1,138.0000,1,7,1,1,1.02213526,-6.308827,1.10000,0.90000,1.10000,0.90000
110122,LA WARD 1 1 ,138.0000,1,7,1,1,1.02421463,-0.746418,1.10000,0.90000,1.10000,0.90000
110123,HUNGERFORD~5,138.0000,1,7,1,1,1.00615132,-13.423177,1.10000,0.90000,1.10000,0.90000
110124,GARWOOD 1 1 ,138.0000,1,7,1,1,1.03780973,-7.943878,1.10000,0.90000,1.10000,0.90000
110125,LANE CITY ~5,138.0000,1,7,1,1,1.02252424,-9.856427,1.10000,0.90000,1.10000,0.90000
110126,BAY CITY 3 1,345.0000,1,7,1,1,1.03529930,-2.444048,1.10000,0.90000,1.10000,0.90000
110127,BAY CITY 3 2,138.0000,1,7,1,1,1.02695394,-5.369169,1.10000,0.90000,1.10000,0.90000
110128,EL CAMPO 3 1,138.0000,1,7,1,1,1.02445042,-7.196909,1.10000,0.90000,1.10000,0.90000
110129,BROOKSHIRE~1,138.0000,1,7,1,1,1.03047848,-19.011627,1.10000,0.90000,1.10000,0.90000
110130,EAGLE LAKE~1,138.0000,1,7,1,1,1.02278841,-10.747621,1.10000,0.90000,1.10000,0.90000
110131,SEALY 1 1   ,138.0000,1,7,1,1,1.03520429,-16.164100,1.10000,0.90000,1.10000,0.90000
110132,WHARTON 2 1 ,138.0000,1,7,1,1,1.02083981,-11.418891,1.10000,0.90000,1.10000,0.90000
110133,GANADO 2 1  ,138.0000,1,7,1,1,1.02421856,-4.916247,1.10000,0.90000,1.10000,0.90000
110134,EL CAMPO 4 1,138.0000,1,7,1,1,1.02482843,-7.077261,1.10000,0.90000,1.10000,0.90000
110135,MARKHAM 2 1 ,138.0000,1,7,1,1,1.01994109,-7.775494,1.10000,0.90000,1.10000,0.90000
110136,PALACIOS 3 1,138.0000,1,7,1,1,1.02464545,-1.200824,1.10000,0.90000,1.10000,0.90000
110137,PATTISON 1 1,138.0000,1,7,1,1,1.02883017,-16.894874,1.10000,0.90000,1.10000,0.90000
110138,BAY CITY 4 1,138.0000,1,7,1,1,1.01908755,-7.207088,1.10000,0.90000,1.10000,0.90000
110139,EDNA 3 1    ,138.0000,1,7,1,1,1.03553760,-3.234422,1.10000,0.90000,1.10000,0.90000
110140,BROOKSHIRE~2,138.0000,1,7,1,1,1.02963793,-17.492167,1.10000,0.90000,1.10000,0.90000
110141,SAN FELIPE~1,138.0000,1,7,1,1,1.03423536,-17.613456,1.10000,0.90000,1.10000,0.90000
110142,BROOKSHIRE~3,138.0000,1,7,1,1,1.02357149,-18.774773,1.10000,0.90000,1.10000,0.90000
110143,SEALY 2 1   ,138.0000,1,7,1,1,1.03392279,-17.572352,1.10000,0.90000,1.10000,0.90000
110144,SAN FELIPE~2,138.0000,1,7,1,1,1.03610349,-18.465273,1.10000,0.90000,1.10000,0.90000
110145,PRAIRIE VI~1,138.0000,1,7,1,1,1.01837373,-14.335278,1.10000,0.90000,1.10000,0.90000
110146,LISSIE 1 1  ,138.0000,1,7,1,1,1.02406907,-14.106963,1.10000,0.90000,1.10000,0.90000
110147,BROOKSHIRE~4,138.0000,1,7,1,1,1.02636516,-19.336737,1.10000,0.90000,1.10000,0.90000
110148,BROOKSHIRE~5,138.0000,1,7,1,1,1.02735579,-17.322596,1.10000,0.90000,1.10000,0.90000
110149,BROOKSHIRE~6,138.0000,1,7,1,1,1.03210187,-17.595790,1.10000,0.90000,1.10000,0.90000
110150,HOCKLEY 1 1 ,138.0000,1,7,1,1,1.03072619,-18.853149,1.10000,0.90000,1.10000,0.90000
110151,EAGLE LAKE~2,138.0000,1,7,1,1,1.02110076,-11.130863,1.10000,0.90000,1.10000,0.90000
110152,BROOKSHIRE~7,138.0000,1,7,1,1,1.02831936,-17.111376,1.10000,0.90000,1.10000,0.90000
110153,HOCKLEY 2 1 ,138.0000,1,7,1,1,1.02653813,-19.650760,1.10000,0.90000,1.10000,0.90000
110154,WALLER 1 1  ,138.0000,1,7,1,1,1.03265011,-12.465368,1.10000,0.90000,1.10000,0.90000
110155,WALLER 2 1  ,138.0000,1,7,1,1,1.03076267,-13.454995,1.10000,0.90000,1.10000,0.90000
110156,PATTISON 2 1,138.0000,1,7,1,1,1.03045106,-16.752470,1.10000,0.90000,1.10000,0.90000
110157,WALLIS 1 1  ,138.0000,1,7,1,1,1.02375114,-15.875959,1.10000,0.90000,1.10000,0.90000
110158,KATY 1 1    ,138.0000,1,7,1,1,1.02350056,-20.967789,1.10000,0.90000,1.10000,0.90000
110159,SEALY 3 1   ,138.0000,1,7,1,1,1.03502679,-16.715546,1.10000,0.90000,1.10000,0.90000
110160,SEALY 4 1   ,345.0000,1,7,1,1,1.03862250,-11.576647,1.10000,0.90000,1.10000,0.90000
110161,SEALY 4 2   ,138.0000,1,7,1,1,1.03853106,-14.697858,1.10000,0.90000,1.10000,0.90000
110162,GALENA PAR~1,138.0000,1,7,1,1,1.02386284,-24.819294,1.10000,0.90000,1.10000,0.90000
110163,GALENA PAR~2,69.0000,1,7,1,1,1.01890087,-27.264507,1.10000,0.90000,1.10000,0.90000
110164,HUMBLE 1 1  ,69.0000,1,7,1,1,1.00954044,-27.873217,1.10000,0.90000,1.10000,0.90000
110165,HUMBLE 2 1  ,138.0000,1,7,1,1,1.01342583,-24.083319,1.10000,0.90000,1.10000,0.90000
110166,HUMBLE 2 2  ,69.0000,1,7,1,1,1.01908493,-27.313141,1.10000,0.90000,1.10000,0.90000
110167,HUMBLE 3 1  ,69.0000,1,7,1,1,1.01627183,-27.996858,1.10000,0.90000,1.10000,0.90000
110168,HOUSTON 1 1 ,69.0000,1,7,1,1,1.00702870,-28.481245,1.10000,0.90000,1.10000,0.90000
110169,HUMBLE 4 1  ,138.0000,1,7,1,1,1.01980305,-25.935224,1.10000,0.90000,1.10000,0.90000
110170,HUMBLE 4 2  ,69.0000,1,7,1,1,1.02550173,-27.964900,1.10000,0.90000,1.10000,0.90000
110171,HUMBLE 5 1  ,69.0000,1,7,1,1,1.01546562,-27.708950,1.10000,0.90000,1.10000,0.90000
110172,HUMBLE 6 1  ,138.0000,1,7,1,1,1.00473499,-25.755245,1.10000,0.90000,1.10000,0.90000
110173,HUMBLE 6 2  ,69.0000,1,7,1,1,1.00732398,-27.824012,1.10000,0.90000,1.10000,0.90000
110174,HOUSTON 2 1 ,138.0000,1,7,1,1,1.01985860,-25.573046,1.10000,0.90000,1.10000,0.90000
110175,HOUSTON 2 2 ,69.0000,1,7,1,1,1.00458980,-28.231907,1.10000,0.90000,1.10000,0.90000
110176,HUMBLE 7 1  ,138.0000,1,7,1,1,1.00953174,-25.039593,1.10000,0.90000,1.10000,0.90000
110177,HUMBLE 7 2  ,69.0000,1,7,1,1,1.01206517,-27.357590,1.10000,0.90000,1.10000,0.90000
110178,HUMBLE 8 1  ,69.0000,1,7,1,1,1.02891207,-28.161710,1.10000,0.90000,1.10000,0.90000
110179,HOUSTON 3 1 ,69.0000,1,7,1,1,1.01180470,-28.080470,1.10000,0.90000,1.10000,0.90000
110180,KATY 2 1    ,69.0000,1,7,1,1,1.02123201,-25.487165,1.10000,0.90000,1.10000,0.90000
110181,CYPRESS 1 1 ,69.0000,1,7,1,1,1.02100980,-25.027415,1.10000,0.90000,1.10000,0.90000
110182,KATY 3 1    ,69.0000,1,7,1,1,1.01837146,-25.676378,1.10000,0.90000,1.10000,0.90000
110183,KATY 4 1    ,69.0000,1,7,1,1,1.02366018,-25.460249,1.10000,0.90000,1.10000,0.90000
110184,KATY 5 1    ,69.0000,1,7,1,1,1.02190006,-25.457192,1.10000,0.90000,1.10000,0.90000
110185,KATY 6 1    ,69.0000,1,7,1,1,1.02928352,-24.287306,1.10000,0.90000,1.10000,0.90000
110186,KATY 7 1    ,69.0000,1,7,1,1,1.02835763,-24.628187,1.10000,0.90000,1.10000,0.90000
110187,KATY 8 1    ,69.0000,1,7,1,1,1.02376306,-25.437644,1.10000,0.90000,1.10000,0.90000
110188,KATY 9 1    ,138.0000,1,7,1,1,1.02603149,-21.478679,1.10000,0.90000,1.10000,0.90000
110189,KATY 9 2    ,69.0000,1,7,1,1,1.03376138,-24.606566,1.10000,0.90000,1.10000,0.90000
110190,KATY 9 3    ,18.0000,1,7,1,1,1.02748585,-22.137852,1.10000,0.90000,1.10000,0.90000
110191,KATY 9 4    ,1.0000,1,7,1,1,1.02748585,-22.137852,1.10000,0.90000,1.10000,0.90000
110192,CYPRESS 2 1 ,69.0000,1,7,1,1,1.02167583,-25.412298,1.10000,0.90000,1.10000,0.90000
110193,KATY 10 1   ,69.0000,1,7,1,1,1.01982510,-25.046270,1.10000,0.90000,1.10000,0.90000
110194,CYPRESS 3 1 ,69.0000,1,7,1,1,1.02705789,-25.501707,1.10000,0.90000,1.10000,0.90000
110195,KATY 11 1   ,69.0000,1,7,1,1,1.03230608,-25.426055,1.10000,0.90000,1.10000,0.90000
110196,KATY 12 1   ,69.0000,1,7,1,1,1.02531779,-25.435054,1.10000,0.90000,1.10000,0.90000
110197,KATY 13 1   ,69.0000,1,7,1,1,1.02100611,-24.948770,1.10000,0.90000,1.10000,0.90000
110198,CYPRESS 4 1 ,69.0000,1,7,1,1,1.01796484,-25.223755,1.10000,0.90000,1.10000,0.90000
110199,KATY 14 1   ,69.0000,1,7,1,1,1.02964294,-24.712413,1.10000,0.90000,1.10000,0.90000
110200,CYPRESS 5 1 ,69.0000,1,7,1,1,1.02072179,-25.387166,1.10000,0.90000,1.10000,0.90000
110201,KATY 15 1   ,69.0000,1,7,1,1,1.02006626,-24.974879,1.10000,0.90000,1.10000,0.90000
110202,KATY 16 1   ,69.0000,1,7,1,1,1.02085435,-25.304259,1.10000,0.90000,1.10000,0.90000
110203,KATY 17 1   ,69.0000,1,7,1,1,1.03346074,-24.969872,1.10000,0.90000,1.10000,0.90000
110204,CYPRESS 6 1 ,69.0000,1,7,1,1,1.02970445,-25.240109,1.10000,0.90000,1.10000,0.90000
110205,CYPRESS 7 1 ,69.0000,1,7,1,1,1.02263117,-25.365195,1.10000,0.90000,1.10000,0.90000
110206,KATY 18 1   ,69.0000,1,7,1,1,1.02921951,-24.372968,1.10000,0.90000,1.10000,0.90000
110207,CYPRESS 8 1 ,69.0000,1,7,1,1,1.02929628,-25.416857,1.10000,0.90000,1.10000,0.90000
110208,CYPRESS 9 1 ,69.0000,1,7,1,1,1.01976883,-25.196776,1.10000,0.90000,1.10000,0.90000
110209,KATY 19 1   ,69.0000,1,7,1,1,1.02753007,-25.248402,1.10000,0.90000,1.10000,0.90000
110210,KATY 20 1   ,69.0000,1,7,1,1,1.02688527,-24.936626,1.10000,0.90000,1.10000,0.90000
110211,CYPRESS 10 1,69.0000,1,7,1,1,1.02244425,-24.724875,1.10000,0.90000,1.10000,0.90000
110212,KATY 21 1   ,138.0000,1,7,1,1,1.00429940,-19.482254,1.10000,0.90000,1.10000,0.90000
110213,KATY 21 2   ,69.0000,1,7,1,1,1.02943277,-24.244282,1.10000,0.90000,1.10000,0.90000
110214,KATY 22 1   ,69.0000,1,7,1,1,1.02669871,-24.609098,1.10000,0.90000,1.10000,0.90000
110215,KATY 23 1   ,69.0000,1,7,1,1,1.02906537,-24.672858,1.10000,0.90000,1.10000,0.90000
110216,CYPRESS 11 1,69.0000,1,7,1,1,1.02046871,-25.090700,1.10000,0.90000,1.10000,0.90000
110217,CYPRESS 12 1,69.0000,1,7,1,1,1.02480245,-24.563175,1.10000,0.90000,1.10000,0.90000
110218,KATY 24 1   ,69.0000,1,7,1,1,1.02973449,-24.607333,1.10000,0.90000,1.10000,0.90000
110219,KATY 25 1   ,69.0000,1,7,1,1,1.02893114,-24.493625,1.10000,0.90000,1.10000,0.90000
110220,KATY 26 1   ,69.0000,1,7,1,1,1.02984917,-24.717247,1.10000,0.90000,1.10000,0.90000
110221,KATY 27 1   ,69.0000,1,7,1,1,1.03331184,-24.562877,1.10000,0.90000,1.10000,0.90000
110222,CYPRESS 13 1,69.0000,1,7,1,1,1.03423178,-25.001540,1.10000,0.90000,1.10000,0.90000
110223,KATY 28 1   ,69.0000,1,7,1,1,1.02977276,-24.844878,1.10000,0.90000,1.10000,0.90000
110224,KATY 29 1   ,69.0000,1,7,1,1,1.03374124,-25.534532,1.10000,0.90000,1.10000,0.90000
110225,KATY 30 1   ,69.0000,1,7,1,1,1.03154945,-24.887212,1.10000,0.90000,1.10000,0.90000
110226,KATY 31 1   ,69.0000,1,7,1,1,1.02854252,-24.487799,1.10000,0.90000,1.10000,0.90000
110227,KATY 32 1   ,69.0000,1,7,1,1,1.02977097,-24.402999,1.10000,0.90000,1.10000,0.90000
110228,KATY 33 1   ,69.0000,1,7,1,1,1.02715302,-24.230627,1.10000,0.90000,1.10000,0.90000
110229,KATY 34 1   ,69.0000,1,7,1,1,1.02447367,-25.358269,1.10000,0.90000,1.10000,0.90000
110230,KATY 35 1   ,69.0000,1,7,1,1,1.02658427,-25.326225,1.10000,0.90000,1.10000,0.90000
110231,CYPRESS 14 1,69.0000,1,7,1,1,1.01999378,-24.622699,1.10000,0.90000,1.10000,0.90000
110232,CYPRESS 15 1,69.0000,1,7,1,1,1.01913798,-24.707581,1.10000,0.90000,1.10000,0.90000
110233,CYPRESS 16 1,69.0000,1,7,1,1,1.02137756,-24.445804,1.10000,0.90000,1.10000,0.90000
