BusNum,ID,Pg,Qg,Qmin,Qmax,Vset,Status,Pmax,Pmin,Other1,Other2,Other3,Other4,Other5,Other6,Other7,Other8,Other9,Other10,Other11,Other12,Other13,Other14,Other15,Other16,Other17
111208,1 ,572.780,3.332,309.420,-167.626,1.04000,111207,796.800,0.00000,0.14950,0.00000,0.00000,1.00000,1,100.0,664.000,149.200,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111209,1 ,571.920,3.332,308.960,-223.785,1.04000,111207,795.600,0.00000,0.22730,0.00000,0.00000,1.00000,1,100.0,663.000,76.510,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111210,1 ,0.000,0.000,284.260,-206.117,1.04000,111207,732.000,0.00000,0.32430,0.00000,0.00000,1.00000,0,100.0,610.000,224.350,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111211,1 ,0.000,0.000,268.880,-194.275,1.04000,111207,692.400,0.00000,0.19750,0.00000,0.00000,1.00000,0,100.0,577.000,183.070,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111212,1 ,0.000,0.000,6.620,-3.760,1.04000,0,15.600,0.00000,0.10120,0.00000,0.00000,1.00000,0,100.0,13.000,1.490,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111212,2 ,476.170,3.332,280.970,-182.789,1.04000,111207,662.400,0.00000,0.30990,0.00000,0.00000,1.00000,1,100.0,552.000,165.980,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111213,1 ,235.500,3.332,138.960,-70.380,1.04000,111207,327.600,0.00000,0.20130,0.00000,0.00000,1.00000,1,100.0,273.000,34.500,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111214,1 ,145.780,0.445,86.020,-58.457,1.04000,0,202.800,0.00000,0.18460,0.00000,0.00000,1.00000,1,100.0,169.000,44.200,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111215,1 ,145.780,3.332,86.020,-49.067,1.04000,111207,202.800,0.00000,0.12330,0.00000,0.00000,1.00000,1,100.0,169.000,29.810,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111217,1 ,1104.160,65.299,471.040,-365.470,1.03900,111216,1536.000,0.00000,0.33020,0.00000,0.00000,1.00000,1,100.0,1280.000,201.180,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111218,1 ,1104.160,65.299,471.040,-382.864,1.03900,111216,1536.000,0.00000,0.20700,0.00000,0.00000,1.00000,1,100.0,1280.000,178.290,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111220,1 ,60.570,13.102,41.230,-21.319,1.04000,0,97.200,0.00000,0.17340,0.00000,0.00000,1.00000,1,100.0,81.000,34.890,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111221,1 ,69.870,14.042,41.230,-21.949,1.04000,0,97.200,0.00000,0.30660,0.00000,0.00000,1.00000,1,100.0,81.000,13.800,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111223,1 ,0.000,0.000,15.270,-10.323,1.04000,0,36.000,0.00000,0.11420,0.00000,0.00000,1.00000,0,100.0,30.000,3.970,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111231,1 ,64.700,20.261,38.170,-25.114,1.04000,0,90.000,0.00000,0.11630,0.00000,0.00000,1.00000,1,100.0,75.000,20.030,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111232,1 ,31.270,19.910,38.170,-25.036,1.04000,0,90.000,0.00000,0.15100,0.00000,0.00000,1.00000,1,100.0,75.000,7.500,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111233,1 ,64.700,13.213,38.170,-22.403,1.04000,0,90.000,0.00000,0.13780,0.00000,0.00000,1.00000,1,100.0,75.000,27.460,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111234,1 ,43.080,18.527,38.170,-20.496,1.04000,0,90.000,0.00000,0.22730,0.00000,0.00000,1.00000,1,100.0,75.000,19.310,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111237,1 ,30.860,19.299,21.630,-10.778,1.04000,0,51.000,0.00000,0.16690,0.00000,0.00000,1.00000,1,100.0,42.500,17.390,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111241,2 ,0.000,0.000,14.250,-8.077,1.04000,0,33.600,0.00000,0.33330,0.00000,0.00000,1.00000,0,100.0,28.000,13.430,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111242,1 ,0.000,0.000,14.250,-9.251,1.04000,0,33.600,0.00000,0.11510,0.00000,0.00000,1.00000,0,100.0,28.000,12.120,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111242,2 ,0.000,0.000,9.160,-5.818,1.04000,0,21.600,0.00000,0.20570,0.00000,0.00000,1.00000,0,100.0,18.000,5.590,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111243,1 ,0.000,0.000,9.160,-5.587,1.04000,0,21.600,0.00000,0.16850,0.00000,0.00000,1.00000,0,100.0,18.000,5.770,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111243,2 ,0.000,0.000,9.160,-6.074,1.04000,0,21.600,0.00000,0.13860,0.00000,0.00000,1.00000,0,100.0,18.000,1.930,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111244,1 ,0.000,0.000,9.160,-6.128,1.04000,0,21.600,0.00000,0.19020,0.00000,0.00000,1.00000,0,100.0,18.000,2.100,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111246,1 ,112.760,71.154,71.260,-39.109,1.04000,0,168.000,0.00000,0.29200,0.00000,0.00000,1.00000,1,100.0,140.000,68.380,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111247,1 ,77.640,43.004,45.810,-22.962,1.04000,0,108.000,0.00000,0.19210,0.00000,0.00000,1.00000,1,100.0,90.000,36.590,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111248,1 ,0.000,0.000,16.290,-9.566,1.04000,0,38.400,0.00000,0.14170,0.00000,0.00000,1.00000,0,100.0,32.000,14.600,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111249,1 ,0.000,0.000,16.290,-10.334,1.04000,0,38.400,0.00000,0.15700,0.00000,0.00000,1.00000,0,100.0,32.000,14.840,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111249,2 ,0.000,0.000,16.290,-9.324,1.04000,0,38.400,0.00000,0.18260,0.00000,0.00000,1.00000,0,100.0,32.000,11.820,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111251,1 ,56.930,14.960,33.590,-22.393,1.04000,0,79.200,0.00000,0.11420,0.00000,0.00000,1.00000,1,100.0,66.000,12.150,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111252,1 ,41.150,15.364,33.590,-20.063,1.04000,0,79.200,0.00000,0.11910,0.00000,0.00000,1.00000,1,100.0,66.000,20.230,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111253,1 ,38.910,14.876,31.560,-19.857,1.04000,0,74.400,0.00000,0.11880,0.00000,0.00000,1.00000,1,100.0,62.000,19.260,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111254,1 ,59.520,13.178,35.120,-18.258,1.04000,0,82.800,0.00000,0.11220,0.00000,0.00000,1.00000,1,100.0,69.000,10.920,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111260,1 ,47.800,35.120,35.120,-22.979,1.04000,0,82.800,0.00000,0.14630,0.00000,0.00000,1.00000,1,100.0,69.000,25.930,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111262,1 ,0.000,0.000,13.040,-12.052,1.04000,0,45.600,0.00000,1.00000,0.00000,0.00000,1.00000,0,100.0,38.000,14.260,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111264,1 ,0.000,0.000,17.810,-9.490,1.04000,0,42.000,0.00000,0.33370,0.00000,0.00000,1.00000,0,100.0,35.000,9.490,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111266,1 ,20.670,10.398,16.830,-15.714,1.04000,0,54.000,0.00000,1.00000,0.00000,0.00000,1.00000,1,100.0,45.000,6.400,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111266,2 ,25.370,10.398,14.240,-13.582,1.04000,0,54.000,0.00000,1.00000,0.00000,0.00000,1.00000,1,100.0,45.000,11.110,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111267,1 ,64.700,32.493,38.170,-20.633,1.04000,0,90.000,0.00000,0.23160,0.00000,0.00000,1.00000,1,100.0,75.000,24.700,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111268,1 ,60.380,23.381,35.630,-18.377,1.04000,0,84.000,0.00000,0.10170,0.00000,0.00000,1.00000,1,100.0,70.000,34.860,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111270,1 ,96.970,55.145,61.130,-37.476,1.03700,111269,144.120,0.00000,0.16170,0.00000,0.00000,1.00000,1,100.0,120.100,58.900,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111271,1 ,52.290,9.850,35.120,-17.447,1.04000,0,82.800,0.00000,0.10850,0.00000,0.00000,1.00000,1,100.0,69.000,30.420,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111272,1 ,60.210,7.443,35.530,-23.448,1.04000,0,83.760,0.00000,0.14110,0.00000,0.00000,1.00000,1,100.0,69.800,32.310,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111273,1 ,33.420,25.350,35.530,-24.082,1.04000,0,83.760,0.00000,0.13460,0.00000,0.00000,1.00000,1,100.0,69.800,11.290,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111274,1 ,42.190,4.939,35.680,-18.428,1.04000,0,84.120,0.00000,0.13010,0.00000,0.00000,1.00000,1,100.0,70.100,19.970,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111275,1 ,60.380,14.816,35.630,-20.083,1.04000,0,84.000,0.00000,0.14010,0.00000,0.00000,1.00000,1,100.0,70.000,8.340,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111276,1 ,59.000,6.715,34.820,-17.898,1.04000,0,82.080,0.00000,0.20530,0.00000,0.00000,1.00000,1,100.0,68.400,21.650,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111280,1 ,86.320,7.439,70.750,-35.406,1.04000,0,166.800,0.00000,0.17710,0.00000,0.00000,1.00000,1,100.0,139.000,42.260,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111281,1 ,89.710,7.123,52.940,-26.518,1.04000,0,124.800,0.00000,0.10600,0.00000,0.00000,1.00000,1,100.0,104.000,37.350,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111282,1 ,89.710,7.084,52.940,-29.586,1.04000,0,124.800,0.00000,0.20440,0.00000,0.00000,1.00000,1,100.0,104.000,32.220,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111283,1 ,89.710,5.996,52.940,-28.224,1.04000,0,124.800,0.00000,0.16640,0.00000,0.00000,1.00000,1,100.0,104.000,13.480,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111286,1 ,53.440,8.859,48.660,-32.334,1.04000,0,114.720,0.00000,0.17500,0.00000,0.00000,1.00000,1,100.0,95.600,23.140,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111287,1 ,63.170,5.024,48.660,-24.434,1.04000,0,114.720,0.00000,0.20090,0.00000,0.00000,1.00000,1,100.0,95.600,32.870,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111288,1 ,82.120,4.488,48.460,-26.934,1.04000,0,114.240,0.00000,0.15370,0.00000,0.00000,1.00000,1,100.0,95.200,46.300,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111289,1 ,48.080,4.692,34.760,-19.317,1.04000,0,81.960,0.00000,0.29650,0.00000,0.00000,1.00000,1,100.0,68.300,26.430,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111290,1 ,55.010,4.181,34.760,-18.605,1.04000,0,81.960,0.00000,0.18860,0.00000,0.00000,1.00000,1,100.0,68.300,33.360,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111291,1 ,0.000,0.000,17.810,-10.983,1.04000,0,42.000,0.00000,0.16050,0.00000,0.00000,1.00000,0,100.0,35.000,15.740,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111292,1 ,51.070,7.140,30.130,-19.348,1.04000,0,71.040,0.00000,0.28450,0.00000,0.00000,1.00000,1,100.0,59.200,24.700,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111295,1 ,59.520,18.580,35.120,-18.161,1.04000,0,82.800,0.00000,0.19100,0.00000,0.00000,1.00000,1,100.0,69.000,16.480,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111296,1 ,59.520,7.516,35.120,-21.252,1.04000,0,82.800,0.00000,0.24340,0.00000,0.00000,1.00000,1,100.0,69.000,22.970,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111297,1 ,0.000,0.000,17.310,-9.115,1.04000,0,40.800,0.00000,0.12700,0.00000,0.00000,1.00000,0,100.0,34.000,5.190,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111301,1 ,79.640,9.405,81.440,-54.230,1.04000,0,192.000,0.00000,0.14070,0.00000,0.00000,1.00000,1,100.0,160.000,28.920,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111302,1 ,62.970,6.353,37.160,-21.877,1.04000,0,87.600,0.00000,0.19850,0.00000,0.00000,1.00000,1,100.0,73.000,30.330,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111303,1 ,43.910,7.000,37.160,-24.815,1.04000,0,87.600,0.00000,0.11050,0.00000,0.00000,1.00000,1,100.0,73.000,20.770,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111304,1 ,62.970,5.671,37.160,-21.092,1.04000,0,87.600,0.00000,0.13730,0.00000,0.00000,1.00000,1,100.0,73.000,24.520,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111306,1 ,60.880,0.993,55.480,-36.095,1.04000,0,130.800,0.00000,0.27730,0.00000,0.00000,1.00000,1,100.0,109.000,26.330,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111307,1 ,94.030,55.480,55.480,-30.524,1.04100,111305,130.800,0.00000,0.17080,0.00000,0.00000,1.00000,1,100.0,109.000,27.460,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111308,1 ,81.450,1.465,55.480,-34.656,1.04000,0,130.800,0.00000,0.16700,0.00000,0.00000,1.00000,1,100.0,109.000,46.900,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111309,1 ,94.030,1.386,55.480,-37.916,1.04000,0,130.800,0.00000,0.34970,0.00000,0.00000,1.00000,1,100.0,109.000,47.780,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111312,1 ,69.130,19.887,83.990,-47.102,1.04000,0,198.000,0.00000,0.12990,0.00000,0.00000,1.00000,1,100.0,165.000,16.830,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111313,1 ,142.330,-6.917,83.990,-51.288,1.03700,111310,198.000,0.00000,0.24250,0.00000,0.00000,1.00000,1,100.0,165.000,49.540,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111314,1 ,142.330,-6.917,83.990,-53.859,1.03700,111310,198.000,0.00000,0.35560,0.00000,0.00000,1.00000,1,100.0,165.000,71.730,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111315,1 ,142.330,-6.917,83.990,-47.674,1.03700,111310,198.000,0.00000,0.34850,0.00000,0.00000,1.00000,1,100.0,165.000,58.520,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111316,1 ,51.760,7.136,30.540,-16.524,1.04000,0,72.000,0.00000,0.16410,0.00000,0.00000,1.00000,1,100.0,60.000,8.550,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111318,1 ,89.290,9.483,82.460,-48.354,1.04000,0,194.400,0.00000,0.26010,0.00000,0.00000,1.00000,1,100.0,162.000,37.940,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111319,1 ,139.750,-31.655,82.460,-46.288,1.03700,111317,194.400,0.00000,0.17220,0.00000,0.00000,1.00000,1,100.0,162.000,69.970,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111320,1 ,140.610,12.263,82.970,-54.719,1.04000,0,195.600,0.00000,0.19330,0.00000,0.00000,1.00000,1,100.0,163.000,59.930,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111321,1 ,93.380,14.245,81.950,-42.939,1.04000,0,193.200,0.00000,0.13180,0.00000,0.00000,1.00000,1,100.0,161.000,42.350,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111322,1 ,117.320,8.442,69.220,-34.047,1.04000,0,163.200,0.00000,0.15880,0.00000,0.00000,1.00000,1,100.0,136.000,63.290,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111324,1 ,150.560,109.430,109.430,-65.427,1.04000,111323,258.000,0.00000,0.12460,0.00000,0.00000,1.00000,1,100.0,215.000,82.410,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111325,1 ,159.590,6.732,94.160,-54.863,1.04000,0,222.000,0.00000,0.26070,0.00000,0.00000,1.00000,1,100.0,185.000,90.780,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111326,1 ,159.590,5.875,94.160,-53.280,1.04000,0,222.000,0.00000,0.11850,0.00000,0.00000,1.00000,1,100.0,185.000,44.070,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111327,1 ,157.860,5.588,93.150,-46.342,1.04000,0,219.600,0.00000,0.17680,0.00000,0.00000,1.00000,1,100.0,183.000,66.980,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111329,1 ,0.000,0.000,5.480,-4.022,1.04000,0,14.040,0.00000,1.00000,0.00000,0.00000,1.00000,0,100.0,11.700,5.260,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111330,1 ,64.700,21.750,38.170,-21.377,1.04000,0,90.000,0.00000,0.21810,0.00000,0.00000,1.00000,1,100.0,75.000,9.540,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111333,1 ,110.384,-0.433,139.970,-95.075,1.04000,0,330.000,0.00000,0.22300,0.00000,0.00000,1.00000,1,100.0,275.000,110.380,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111334,1 ,150.960,0.261,89.070,-45.430,1.04000,0,210.000,0.00000,0.15400,0.00000,0.00000,1.00000,1,100.0,175.000,74.330,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111335,1 ,0.000,0.000,89.070,-56.304,1.04000,0,210.000,0.00000,0.15300,0.00000,0.00000,1.00000,0,100.0,175.000,77.270,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111336,1 ,121.520,0.460,89.070,-50.597,1.04000,0,210.000,0.00000,0.12520,0.00000,0.00000,1.00000,1,100.0,175.000,38.810,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111339,1 ,166.490,57.009,98.240,-62.614,1.03900,111337,231.600,0.00000,0.33320,0.00000,0.00000,1.00000,1,100.0,193.000,95.320,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111340,1 ,123.450,3.440,84.490,-50.268,1.04000,0,199.200,0.00000,0.12910,0.00000,0.00000,1.00000,1,100.0,166.000,37.650,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111341,1 ,143.200,57.009,84.490,-54.881,1.03900,111337,199.200,0.00000,0.15210,0.00000,0.00000,1.00000,1,100.0,166.000,44.210,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111343,1 ,32.780,9.434,19.340,-11.830,1.04000,0,45.600,0.00000,0.14100,0.00000,0.00000,1.00000,1,100.0,38.000,10.310,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111344,1 ,32.780,6.169,19.340,-10.221,1.04000,0,45.600,0.00000,0.29080,0.00000,0.00000,1.00000,1,100.0,38.000,18.130,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111344,2 ,17.120,6.169,19.340,-10.687,1.04000,0,45.600,0.00000,0.12540,0.00000,0.00000,1.00000,1,100.0,38.000,5.070,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111345,1 ,32.780,19.340,19.340,-10.515,1.04000,0,45.600,0.00000,0.11970,0.00000,0.00000,1.00000,1,100.0,38.000,6.140,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111347,1 ,126.900,48.636,143.540,-92.953,1.03800,111346,338.400,0.00000,0.10120,0.00000,0.00000,1.00000,1,100.0,282.000,37.510,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111348,1 ,77.920,7.119,86.430,-52.347,1.04000,0,203.760,0.00000,0.14220,0.00000,0.00000,1.00000,1,100.0,169.800,24.100,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111349,1 ,74.450,10.238,86.430,-49.180,1.04000,0,203.760,0.00000,0.11720,0.00000,0.00000,1.00000,1,100.0,169.800,20.630,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111350,1 ,89.280,8.689,86.430,-44.442,1.04000,0,203.760,0.00000,0.16090,0.00000,0.00000,1.00000,1,100.0,169.800,35.460,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111351,1 ,146.470,12.871,86.430,-47.084,1.04000,0,203.760,0.00000,0.14070,0.00000,0.00000,1.00000,1,100.0,169.800,32.880,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111352,1 ,115.440,48.636,78.790,-53.151,1.03800,111346,185.760,0.00000,0.10840,0.00000,0.00000,1.00000,1,100.0,154.800,66.370,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111354,1 ,64.700,10.995,38.170,-20.540,1.04000,0,90.000,0.00000,0.12210,0.00000,0.00000,1.00000,1,100.0,75.000,9.550,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111355,1 ,89.140,7.810,80.420,-43.080,1.04000,0,189.600,0.00000,0.17430,0.00000,0.00000,1.00000,1,100.0,158.000,39.060,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111356,1 ,94.310,80.420,80.420,-51.163,1.03900,111353,189.600,0.00000,0.11690,0.00000,0.00000,1.00000,1,100.0,158.000,44.230,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
111357,1 ,71.400,13.059,80.420,-45.225,1.04000,0,189.600,0.00000,0.16120,0.00000,0.00000,1.00000,1,100.0,158.000,21.320,1,1.0000,0,1.0000,0,1.0000,0,1.0000,0
