FromBus,ToBus,CircuitID,R,X,B,RateA,RateB,RateC,Tap,Shift,Status,Other1,Other2
110138,110120,1 ,3.88000E-3,1.99600E-2,8.25000E-3,304.60,304.60,304.60,0.00000,0.00000,0.00000,0.00000,1
110121,110127,1 ,1.17900E-2,4.47400E-2,2.10000E-2,274.50,274.50,274.50,0.00000,0.00000,0.00000,0.00000,1
110133,110122,1 ,6.82000E-3,4.21800E-2,1.54000E-2,337.00,337.00,337.00,0.00000,0.00000,0.00000,0.00000,1
110122,160169,1 ,6.07000E-3,3.59100E-2,5.90800E-2,355.50,355.50,355.50,0.00000,0.00000,0.00000,0.00000,1
110122,160169,2 ,6.07000E-3,3.59100E-2,5.90800E-2,355.50,355.50,355.50,0.00000,0.00000,0.00000,0.00000,1
110123,110151,1 ,6.46000E-3,2.35100E-2,5.40500E-2,282.30,282.30,282.30,0.00000,0.00000,0.00000,0.00000,1
110123,110500,1 ,4.79000E-3,2.60900E-2,1.32430E-1,292.20,292.20,292.20,0.00000,0.00000,0.00000,0.00000,1
230062,110124,1 ,3.85000E-3,1.80200E-2,4.94300E-2,273.20,273.20,273.20,0.00000,0.00000,0.00000,0.00000,1
110124,270044,1 ,4.57000E-3,2.16000E-2,1.18780E-1,229.90,229.90,229.90,0.00000,0.00000,0.00000,0.00000,1
111411,110125,1 ,7.30000E-4,4.74000E-3,1.25000E-3,305.30,305.30,305.30,0.00000,0.00000,0.00000,0.00000,1
110126,111216,1 ,4.00000E-4,4.94000E-3,1.12620E-1,1371.20,1371.20,1371.20,0.00000,0.00000,0.00000,0.00000,1
110126,111305,1 ,9.50000E-4,1.12400E-2,1.76150E-1,1166.30,1166.30,1166.30,0.00000,0.00000,0.00000,0.00000,1
111389,110126,1 ,1.10000E-3,1.36600E-2,3.54930E-1,1310.80,1310.80,1310.80,0.00000,0.00000,0.00000,0.00000,1
110126,160264,1 ,2.05000E-3,1.87200E-2,4.37050E-1,1245.40,1245.40,1245.40,0.00000,0.00000,0.00000,0.00000,1
110128,110134,1 ,7.70000E-4,5.69000E-3,2.71000E-3,239.20,239.20,239.20,0.00000,0.00000,0.00000,0.00000,1
110129,110144,1 ,2.75000E-3,1.35600E-2,5.32600E-2,281.10,281.10,281.10,0.00000,0.00000,0.00000,0.00000,1
110129,110147,1 ,2.26000E-3,1.52100E-2,1.84900E-2,254.00,254.00,254.00,0.00000,0.00000,0.00000,0.00000,1
110146,110130,1 ,5.33000E-3,3.43500E-2,2.94200E-2,302.00,302.00,302.00,0.00000,0.00000,0.00000,0.00000,1
110151,110130,1 ,5.50000E-4,3.80000E-3,8.09000E-3,285.30,285.30,285.30,0.00000,0.00000,0.00000,0.00000,1
230041,110130,1 ,4.73000E-3,3.21700E-2,1.43500E-2,267.10,267.10,267.10,0.00000,0.00000,0.00000,0.00000,1
110159,110131,1 ,8.80000E-4,5.85000E-3,2.63000E-3,288.30,288.30,288.30,0.00000,0.00000,0.00000,0.00000,1
110131,110161,1 ,3.16000E-3,1.42600E-2,8.79000E-3,293.70,293.70,293.70,0.00000,0.00000,0.00000,0.00000,1
111363,110132,1 ,2.99000E-3,1.38900E-2,3.87000E-3,311.30,311.30,311.30,0.00000,0.00000,0.00000,0.00000,1
110135,110138,1 ,1.00000E-3,5.50000E-3,1.70000E-3,302.90,302.90,302.90,0.00000,0.00000,0.00000,0.00000,1
110136,160102,1 ,5.60000E-3,3.44200E-2,4.79500E-2,285.70,285.70,285.70,0.00000,0.00000,0.00000,0.00000,1
110137,110152,1 ,3.77000E-3,2.05700E-2,3.89200E-2,236.50,236.50,236.50,0.00000,0.00000,0.00000,0.00000,1
110137,110156,1 ,2.43000E-3,1.39900E-2,1.35800E-2,244.40,244.40,244.40,0.00000,0.00000,0.00000,0.00000,1
270084,110139,1 ,6.56000E-3,3.35000E-2,1.04200E-2,307.90,307.90,307.90,0.00000,0.00000,0.00000,0.00000,1
110140,110148,1 ,2.41000E-3,1.50000E-2,9.90000E-3,252.70,252.70,252.70,0.00000,0.00000,0.00000,0.00000,1
110140,110149,1 ,3.43000E-3,1.50600E-2,1.18400E-2,244.30,244.30,244.30,0.00000,0.00000,0.00000,0.00000,1
110144,110141,1 ,2.00000E-3,9.98000E-3,6.96000E-3,282.30,282.30,282.30,0.00000,0.00000,0.00000,0.00000,1
110141,110149,1 ,2.44000E-3,1.11100E-2,4.14800E-2,241.10,241.10,241.10,0.00000,0.00000,0.00000,0.00000,1
110141,110159,1 ,1.92000E-3,9.60000E-3,8.31000E-3,287.40,287.40,287.40,0.00000,0.00000,0.00000,0.00000,1
110142,110147,1 ,2.01000E-3,1.23600E-2,7.10000E-3,274.10,274.10,274.10,0.00000,0.00000,0.00000,0.00000,1
110142,111407,1 ,8.74000E-3,4.49500E-2,3.18400E-2,275.80,275.80,275.80,0.00000,0.00000,0.00000,0.00000,1
110143,110807,1 ,4.19000E-3,1.89800E-2,1.16220E-1,307.90,307.90,307.90,0.00000,0.00000,0.00000,0.00000,1
111405,110143,1 ,1.78000E-3,1.28300E-2,3.35000E-3,308.80,308.80,308.80,0.00000,0.00000,0.00000,0.00000,1
110145,110212,1 ,6.81000E-3,3.79500E-2,8.48100E-2,350.00,297.00,297.00,0.00000,0.00000,0.00000,0.00000,1
110145,230058,1 ,6.17000E-3,3.56000E-2,7.35700E-2,283.90,283.90,283.90,0.00000,0.00000,0.00000,0.00000,1
230064,110145,1 ,2.74000E-3,1.70600E-2,1.72200E-2,266.10,266.10,266.10,0.00000,0.00000,0.00000,0.00000,1
110146,110157,1 ,4.02000E-3,1.80100E-2,1.43700E-2,301.60,301.60,301.60,0.00000,0.00000,0.00000,0.00000,1
110147,110158,1 ,6.08000E-3,2.55800E-2,1.01400E-2,274.30,274.30,274.30,0.00000,0.00000,0.00000,0.00000,1
110148,110152,1 ,5.22000E-3,2.59300E-2,5.22000E-3,232.30,232.30,232.30,0.00000,0.00000,0.00000,0.00000,1
110148,110591,1 ,6.02000E-3,3.58900E-2,4.39700E-2,279.40,279.40,279.40,0.00000,0.00000,0.00000,0.00000,1
110148,230037,1 ,1.20700E-2,5.28400E-2,2.29600E-2,284.10,284.10,284.10,0.00000,0.00000,0.00000,0.00000,1
110959,110150,1 ,2.42000E-3,1.31200E-2,1.43300E-2,281.50,281.50,281.50,0.00000,0.00000,0.00000,0.00000,1
110150,110966,1 ,2.64000E-3,1.80500E-2,1.29000E-2,304.50,304.50,304.50,0.00000,0.00000,0.00000,0.00000,1
110150,230053,1 ,2.91000E-3,1.68600E-2,1.06800E-2,276.40,276.40,276.40,0.00000,0.00000,0.00000,0.00000,1
110150,230096,1 ,1.98000E-3,9.98000E-3,7.22200E-2,269.50,269.50,269.50,0.00000,0.00000,0.00000,0.00000,1
110153,110959,1 ,3.41000E-3,1.82700E-2,1.67400E-2,276.50,276.50,276.50,0.00000,0.00000,0.00000,0.00000,1
110966,110153,1 ,3.73000E-3,1.90500E-2,4.62000E-3,273.70,273.70,273.70,0.00000,0.00000,0.00000,0.00000,1
110155,110154,1 ,2.05000E-3,1.04800E-2,7.50000E-3,326.40,326.40,326.40,0.00000,0.00000,0.00000,0.00000,1
110155,110154,2 ,2.05000E-3,1.04800E-2,7.50000E-3,326.40,326.40,326.40,0.00000,0.00000,0.00000,0.00000,1
110154,230111,1 ,2.29000E-3,1.56400E-2,1.04450E-1,328.90,328.90,328.90,0.00000,0.00000,0.00000,0.00000,1
110154,230111,2 ,2.29000E-3,1.56400E-2,1.04450E-1,328.90,328.90,328.90,0.00000,0.00000,0.00000,0.00000,1
110155,110262,1 ,1.23900E-2,8.04800E-2,3.89800E-2,323.80,323.80,323.80,0.00000,0.00000,0.00000,0.00000,1
110155,110262,2 ,1.23900E-2,8.04800E-2,3.89800E-2,323.80,323.80,323.80,0.00000,0.00000,0.00000,0.00000,1
110156,111405,1 ,5.99000E-3,2.98500E-2,1.32600E-2,248.30,248.30,248.30,0.00000,0.00000,0.00000,0.00000,1
111407,110157,1 ,1.05000E-3,6.46000E-3,2.81000E-3,275.60,275.60,275.60,0.00000,0.00000,0.00000,0.00000,1
110579,110158,1 ,4.31000E-3,2.18600E-2,5.67000E-3,273.40,273.40,273.40,0.00000,0.00000,0.00000,0.00000,1
110160,111389,1 ,1.64000E-3,1.60100E-2,6.39460E-1,1233.70,1233.70,1233.70,0.00000,0.00000,0.00000,0.00000,1
110160,230072,1 ,1.20000E-3,1.41600E-2,3.10620E-1,1131.10,1131.10,1131.10,0.00000,0.00000,0.00000,0.00000,1
110161,230039,1 ,2.79000E-3,1.30200E-2,5.11000E-3,282.40,282.40,282.40,0.00000,0.00000,0.00000,0.00000,1
110161,230065,1 ,3.24000E-3,1.68000E-2,8.89000E-3,278.10,278.10,278.10,0.00000,0.00000,0.00000,0.00000,1
111182,110162,1 ,4.46000E-3,2.11900E-2,4.60000E-3,288.00,288.00,288.00,0.00000,0.00000,0.00000,0.00000,1
110163,110167,1 ,1.57800E-2,3.66900E-2,2.07000E-3,138.30,138.30,138.30,0.00000,0.00000,0.00000,0.00000,1
110163,110179,1 ,1.54800E-2,3.27800E-2,1.14000E-3,138.30,138.30,138.30,0.00000,0.00000,0.00000,0.00000,1
110164,110171,1 ,4.85000E-3,1.48500E-2,2.13000E-2,155.20,155.20,155.20,0.00000,0.00000,0.00000,0.00000,1
110164,110173,1 ,4.09000E-3,1.11900E-2,8.20000E-4,145.50,145.50,145.50,0.00000,0.00000,0.00000,0.00000,1
110176,110165,1 ,1.68000E-3,1.15900E-2,5.84000E-3,313.20,313.20,313.20,0.00000,0.00000,0.00000,0.00000,1
110165,110743,1 ,3.90000E-3,2.04800E-2,6.77000E-3,334.20,334.20,334.20,0.00000,0.00000,0.00000,0.00000,1
110165,110743,2 ,3.90000E-3,2.04800E-2,6.77000E-3,334.20,334.20,334.20,0.00000,0.00000,0.00000,0.00000,1
110166,110171,1 ,7.45000E-3,2.44600E-2,1.13000E-3,135.20,135.20,135.20,0.00000,0.00000,0.00000,0.00000,1
110166,110178,1 ,1.67900E-2,4.78700E-2,3.58000E-3,107.60,107.60,107.60,0.00000,0.00000,0.00000,0.00000,1
110166,110871,1 ,1.58300E-2,3.45000E-2,2.19100E-2,126.50,126.50,126.50,0.00000,0.00000,0.00000,0.00000,1
110167,110168,1 ,1.39100E-2,2.79100E-2,1.95000E-3,111.70,111.70,111.70,0.00000,0.00000,0.00000,0.00000,1
110167,110177,1 ,1.67800E-2,3.84200E-2,2.95000E-3,119.70,119.70,119.70,0.00000,0.00000,0.00000,0.00000,1
110178,110167,1 ,1.24300E-2,2.57200E-2,1.81000E-3,103.30,103.30,103.30,0.00000,0.00000,0.00000,0.00000,1
110168,110424,1 ,2.11700E-2,5.24700E-2,6.64000E-3,123.60,123.60,123.60,0.00000,0.00000,0.00000,0.00000,1
110168,110694,1 ,1.40400E-2,3.18200E-2,3.57000E-3,133.00,133.00,133.00,0.00000,0.00000,0.00000,0.00000,1
110168,110755,1 ,4.59200E-2,1.15650E-1,5.57000E-3,109.60,109.60,109.60,0.00000,0.00000,0.00000,0.00000,1
110169,110174,1 ,2.25000E-3,1.22100E-2,4.82000E-3,254.40,254.40,254.40,0.00000,0.00000,0.00000,0.00000,1
110178,110170,1 ,6.12000E-3,1.92500E-2,1.07000E-3,121.80,121.80,121.80,0.00000,0.00000,0.00000,0.00000,1
110171,110177,1 ,1.18700E-2,3.26300E-2,6.40000E-4,122.20,122.20,122.20,0.00000,0.00000,0.00000,0.00000,1
110171,110178,1 ,1.15300E-2,3.58200E-2,1.89000E-3,87.10,87.10,87.10,0.00000,0.00000,0.00000,0.00000,1
110176,110172,1 ,2.73000E-3,1.65500E-2,8.30000E-3,306.60,306.60,306.60,0.00000,0.00000,0.00000,0.00000,1
110172,110824,1 ,2.09000E-3,1.02600E-2,4.58000E-3,286.60,286.60,286.60,0.00000,0.00000,0.00000,0.00000,1
110173,110705,1 ,1.53900E-2,3.98300E-2,3.43000E-3,130.60,130.60,130.60,0.00000,0.00000,0.00000,0.00000,1
110173,110825,1 ,8.10000E-3,1.66100E-2,4.75000E-3,131.50,131.50,131.50,0.00000,0.00000,0.00000,0.00000,1
110174,111182,1 ,4.88000E-3,2.85600E-2,1.95700E-2,294.60,294.60,294.60,0.00000,0.00000,0.00000,0.00000,1
110175,110179,1 ,1.32000E-2,2.42800E-2,3.58000E-3,125.20,125.20,125.20,0.00000,0.00000,0.00000,0.00000,1
110175,110692,1 ,2.12100E-2,5.85400E-2,2.91000E-3,109.70,109.70,109.70,0.00000,0.00000,0.00000,0.00000,1
110175,110698,1 ,1.41100E-2,3.53500E-2,2.00000E-3,132.80,132.80,132.80,0.00000,0.00000,0.00000,0.00000,1
110175,110705,1 ,1.73600E-2,3.46400E-2,1.71000E-3,142.60,142.60,142.60,0.00000,0.00000,0.00000,0.00000,1
110175,110706,1 ,2.70500E-2,6.62600E-2,2.11000E-3,112.90,112.90,112.90,0.00000,0.00000,0.00000,0.00000,1
110760,110177,1 ,1.65700E-2,4.32100E-2,2.69000E-3,150.90,150.90,150.90,0.00000,0.00000,0.00000,0.00000,1
110179,110846,1 ,5.92200E-2,1.19290E-1,5.79000E-3,96.20,96.20,96.20,0.00000,0.00000,0.00000,0.00000,1
110187,110180,1 ,4.25000E-3,1.32700E-2,4.30000E-4,112.10,112.10,112.10,0.00000,0.00000,0.00000,0.00000,1
110180,111015,1 ,3.69000E-3,9.43000E-3,9.00000E-4,107.30,107.30,107.30,0.00000,0.00000,0.00000,0.00000,1
110181,110246,1 ,4.44000E-3,7.94000E-3,9.16000E-3,128.50,128.50,128.50,0.00000,0.00000,0.00000,0.00000,1
110181,110278,1 ,3.24000E-3,6.97000E-3,3.30000E-4,130.30,130.30,130.30,0.00000,0.00000,0.00000,0.00000,1
110182,110184,1 ,4.18000E-3,7.87000E-3,1.48000E-3,134.10,134.10,134.10,0.00000,0.00000,0.00000,0.00000,1
110182,110995,1 ,7.78000E-3,1.97800E-2,2.30000E-3,128.40,128.40,128.40,0.00000,0.00000,0.00000,0.00000,1
110184,110183,1 ,3.55000E-3,7.84000E-3,6.50000E-4,111.00,111.00,111.00,0.00000,0.00000,0.00000,0.00000,1
110183,110196,1 ,2.33000E-3,5.73000E-3,2.70000E-4,120.50,120.50,120.50,0.00000,0.00000,0.00000,0.00000,1
110184,110200,1 ,5.15000E-3,1.23800E-2,6.00000E-4,70.30,70.30,70.30,0.00000,0.00000,0.00000,0.00000,1
110202,110184,1 ,2.73000E-3,6.80000E-3,2.90000E-4,137.40,137.40,137.40,0.00000,0.00000,0.00000,0.00000,1
110184,110207,1 ,7.42000E-3,1.66400E-2,2.44000E-3,81.90,81.90,81.90,0.00000,0.00000,0.00000,0.00000,1
110185,110213,1 ,2.57000E-3,7.30000E-3,4.30000E-4,125.20,125.20,125.20,0.00000,0.00000,0.00000,0.00000,1
110282,110185,1 ,5.76000E-3,1.23300E-2,4.40000E-4,120.50,120.50,120.50,0.00000,0.00000,0.00000,0.00000,1
110186,110214,1 ,2.97000E-3,9.29000E-3,2.44000E-3,136.60,136.60,136.60,0.00000,0.00000,0.00000,0.00000,1
110186,110220,1 ,3.56000E-3,8.07000E-3,7.20000E-4,101.30,101.30,101.30,0.00000,0.00000,0.00000,0.00000,1
110226,110186,1 ,5.05000E-3,1.35400E-2,9.30000E-4,124.10,124.10,124.10,0.00000,0.00000,0.00000,0.00000,1
110187,110281,1 ,3.30000E-3,8.64000E-3,1.72000E-3,122.30,122.30,122.30,0.00000,0.00000,0.00000,0.00000,1
110588,110188,1 ,1.59000E-3,1.01500E-2,7.42000E-3,234.30,234.30,234.30,0.00000,0.00000,0.00000,0.00000,1
110189,110276,1 ,1.82000E-3,4.83000E-3,4.67000E-3,121.80,121.80,121.80,0.00000,0.00000,0.00000,0.00000,1
110205,110192,1 ,1.65000E-3,4.81000E-3,6.20000E-4,129.70,129.70,129.70,0.00000,0.00000,0.00000,0.00000,1
110192,111015,1 ,4.49000E-3,9.73000E-3,2.09000E-3,124.90,124.90,124.90,0.00000,0.00000,0.00000,0.00000,1
110193,110201,1 ,3.08000E-3,7.79000E-3,1.14000E-3,105.30,105.30,105.30,0.00000,0.00000,0.00000,0.00000,1
110193,110263,1 ,3.25000E-3,9.74000E-3,2.36000E-3,112.60,112.60,112.60,0.00000,0.00000,0.00000,0.00000,1
110194,110275,1 ,2.76000E-3,7.26000E-3,1.87000E-3,100.00,100.00,100.00,0.00000,0.00000,0.00000,0.00000,1
110280,110194,1 ,4.44000E-3,1.07600E-2,9.60000E-4,102.50,102.50,102.50,0.00000,0.00000,0.00000,0.00000,1
110194,110286,1 ,1.86000E-3,4.04000E-3,1.49000E-3,125.90,125.90,125.90,0.00000,0.00000,0.00000,0.00000,1
110195,110204,1 ,2.61000E-3,9.41000E-3,2.66000E-3,120.90,120.90,120.90,0.00000,0.00000,0.00000,0.00000,1
110224,110195,1 ,2.30000E-3,5.31000E-3,3.30000E-4,116.70,116.70,116.70,0.00000,0.00000,0.00000,0.00000,1
110196,110229,1 ,3.06000E-3,5.40000E-3,5.40000E-4,129.00,129.00,129.00,0.00000,0.00000,0.00000,0.00000,1
110196,110268,1 ,3.17000E-3,8.36000E-3,5.00000E-4,128.70,128.70,128.70,0.00000,0.00000,0.00000,0.00000,1
110277,110196,1 ,2.33000E-3,6.04000E-3,1.80000E-4,124.20,124.20,124.20,0.00000,0.00000,0.00000,0.00000,1
110197,110201,1 ,2.44000E-3,6.89000E-3,6.84000E-3,112.50,112.50,112.50,0.00000,0.00000,0.00000,0.00000,1
110197,110211,1 ,9.12000E-3,2.37300E-2,1.81000E-3,85.60,85.60,85.60,0.00000,0.00000,0.00000,0.00000,1
110197,110265,1 ,5.52000E-3,1.31600E-2,9.90000E-4,108.10,108.10,108.10,0.00000,0.00000,0.00000,0.00000,1
110198,110263,1 ,3.18000E-3,6.99000E-3,5.00000E-4,110.20,110.20,110.20,0.00000,0.00000,0.00000,0.00000,1
110198,110997,1 ,3.51000E-2,8.25900E-2,2.07000E-3,103.10,103.10,103.10,0.00000,0.00000,0.00000,0.00000,1
110249,110199,1 ,4.81000E-3,1.53700E-2,4.30000E-4,117.90,117.90,117.90,0.00000,0.00000,0.00000,0.00000,1
110199,110258,1 ,3.57000E-3,8.39000E-3,5.20000E-4,112.20,112.20,112.20,0.00000,0.00000,0.00000,0.00000,1
